Chunk Number,Original Text Chunk,Summary
26,"manuels, tels les chauffeurs de taxi ou les conducteurs de poids lourds, qui vont souffrir, mais la quasi-totalité des métiers dits intellectuels (notaires, banquiers, avocats, médecins, etc.) qui risquent de connaître des difficultés. La raison en est simple : plus laj part de réflexion et de créativité requise dans certains métiers est faible, plus il est facile de remplacer ceux-ci par des systèmes informatiques",Chunk 26: C'est un peu t--tre  l'arrivée de l'équipe  l'
27,"qui se fondent sur la logique. La caricature évidente en est la bureaucratisation, 9 dont on sait qu'elle engendre une mauvaise forme de complexité pour justifier des emplois. Pendant longtemps, dans les hautes fonctions de ladministration publique, on s'est protégé en changeant constamment les règles, avec un coût",Chunk 27: Une série de caricatures de l'administration publique avait tre 
28,"informatique de reprogrammation élevé. Lintelligence artificielle est non seulement capable de digérer des milliers de pages de réglementation, mais elle peut aussi apprendre en continu. À l'inverse, un être humain ne peut à lui seul absorber, pour citer un exemple parmi tant d'autres, l'indigeste code du travail et ses variations. En réalité, comme le préconise par exemple Laurent",Chunk 28: Lintelligence artificielle avait tre un tre humain  l'inverse 
29,"Alexandre!, la meilleure manière de résister au chômage de masse des < cols blancs > est de favoriser la créativité, et ce dès lapprentissage lors de la petite enfance. Donnons un exemple de créativité disruptive: : la start-up américaine Lemonade, qui assure les locataires et propriétaires d'appartements. Son slogan est < 90 seconds to get insured, 3 minutes to get paid > (x 90 secondes","Chunk 29: Une start-up américaine Lemonade, qui assure les locataires et propriétaires d'appartements d'"
30,"pour être assuré, 3 minutes pour être indemnisé >). Lassurance-colte 5 dollars par mois pour les locataires et 25 dollars pour les propriétaires 2. Cela est possible grâce à un moteur d'intelligence artificielle couplé avec un agent conversationnel, ou chatbot, un logiciel qui crée une offre d'assurance à partir de données que le client lui fournit via une interface. La compagnie est",Chunk 30: Cela s'est tre d'assurance  partir de dons que le client lui fournit via une
31,"créditée d'un excellent rating (notation financière obtenue par une entreprise par rapport à son risque de faillite) et se permet même de reverser ses surplus financiers à des associations caritatives, choisies par ses clients. Face à ces changements profonds, il est difficile pour les dirigeants et tous les professionnels de réagir. La France est traditionnellement un pays fortement",Chunk 31: Une financire d'un excellent rating (notation financire obtenue par rapport 
32,"producteur d'innovations technologiques, mais en est malheureusement très peu consommatrice. Concernant la robotique, la France se situe à la pointe de la recherche comme l'a montré Robin Rivaton, mais est de plus en plus en retard en termes d'usages de cette robotique.Le numérique ne prend son sens que si nous cassons la logique des silos, ce qui revient à faciliter une","Chunk 32: A l'arrivée de la recherche de robotique, Robin Rivaton, le numérique ne prend son "
33,"communication transversale et accessible entre les différents services d'une entreprise, d'une administration, d'un État. Or nous tardons à le faire afin de protéger les équilibres des pouvoirs et d'éviter la question de la véritable efficacité du système. hyperprotection du citoyen face aux révolutions technologiques peut donner",Chunk 33: Les pouvoirs et d'éviter la véritable effacité du syst
34,"l'illusion d'offrir des mécanismes d'amortissement, mais ce n'est que retarder le moment où l'évidence des performances supérieures de l'intelligence 1. Voir Laurent Alexandre, La Guerre des intelligences, JCI Lattès, 2017. 2. Poure en: savoir plus, voir le site: wwwlemonadecom). 3.Voir Robin Rivaton, Relancer notre industrie par les robots (1): les enjeux, Fondation pour l'innovation politique,","Chunk 34: Cependant, l'évidence des performances supérieures de l'intelligence peut-on tre"
35,"décembre 2012 wwwiondapalogetuderabn.aturtincrnroneindstiepmterbes-obots.liesengu., 10 artificielle ne pourra plus être contredite. Et rappelons qu'en conséquence, cela aura engendré une perte de compétences pointues, qui ont toujours besoin de confronter la théorie avec les usages et qui auront cherché ailleurs des",Chunk 35: Une théorie de tre contredite s'
36,"contextes plus favorables. Ainsi, le Français Yann LeCun, l'une des sommités mondiales en matière d'intelligence artificielle, travaille aujourd'hui pour Facebook, après avoir refusé une offre de Google*. De plus, ce ne sont plus seulement les États-Unis qui engendrent des technologies et des start-up disruptives. S'il est vrai que le contexte de",Chunk 36: C'est un tats-Unis qui engendrent des technologies et des start-up
37,"l'actuelle administration américaine est peu favorable à l'innovation, le pays possède néanmoins des mécanismes éprouvés pour empêcher tout blocage du progrès scientifique. Par ailleurs, la Chine possède d'ores et déjà un niveau de connaissances extrêmement élevé en juillet 2017, le gouvernement chinois a publié un plan stratégique, avec comme objectif de devenir en 2030","Chunk 37: Le gouvernement chinois a publié un plan stratégique, avec objectif devenir de 2030"
38,"le leader mondial en intelligence artificielle, tant sur les logiciels que sur les matériels. La Chine va fabriquer ses propres puces spécialisées pour ne plus dépendre des fournisseurs américains. Le pays possède surtout une réserve d'usages énorme, donc une réserve de données gigantesque. Rappelons qu'à la mi-2016,ilyavait 751 millions d'internautes en Chine',soit léquivalent de","Chunk 38: Le leader de Chine, Jean-Christophe Novelli, s'agit  l'occasion d'"
39,"la population du continent européen. Si la Vieille Europe continue de produire des compétences pointues, le contexte de délitement politique qui y règne rend difficile l'implantation d'une stratégie ambitieuse nécessaire pour qu'elle joue un rôle majeur en intelligence artificielle et que les innovateurs trouvent la masse critique des usages nécessaire à leur épanouissement.",Chunk 39: Une tte tte  l'Europe s'avait tre
40,"Ce n'est pas seulement au niveau de la production de connaissances qu'il faut mesurer le progrès, car nous sommes dans un moment où cette production s'accélère et est devenue mondiale, mais dans la capacité de ces connaissances: à engendrer des innovations qui vont rencontrer des usages. Le challenge de tout métier, intellectuel ou autre, sera de se reconfigurer pour tirer parti de",Chunk 40: Car nous sommes dans un moment o production s'accélre et dans la capacité de ces con
41,"l'énorme potentiel de développement qu'apporte l'intelligence artificielle.C'est à cette aune que l'on mesure le progrès des peuples. 4. Pour en savoir plus, voir les site: research.fbcom/people/ecunyann. 5. Voir < China Internet Statistics 2017 >, chinainternetwatchcom wwwchnaintemnewatchcom.whtepapet. chinaintemnetstatistcs),",Chunk 41: C'est tre un peuple tre 
42,"11 1. LOMNIPRÉSENCE DE LINTELLIGENCE ARTIFICIELLE Déjà, un premier élément rassurant : l'intelligence artificielle est présente partout, et ce depuis longtemps. Quiconque a eu la chance de rentrer dans un cockpit d'Airbus A380 a probablement été surpris de la présence d'un",Chunk 42: L'Airbus A380 a probablement surpris de la sence d'
43,"objet assez inhabituel dans ce lieu : un clavier d'ordinateur entre le pilote et le tableau de bord. Dans cet avion, beaucoup de phases de vol sont programmées en rentrant des données. Le pilote programme ainsi la bretelle de sortie de la piste d'atterrissage, et l'avion n'a plus qu'à calculer la trajectoire, le point de toucher, le freinage et, in fine, la bretelle de sortie. Le gain premier est","Chunk 43: Dans cet avion, nous avons tre  l'occasion d'un chteau de chteau "
44,"laccroissement de la capacité d'accueil des avions atterrissant à l'aéroport, tout cela sans engendrer de stress supplémentaire pour les pilotes, lordinateur les soulageant de tâches très complexes. Deux enseignements sont à tirer de cette observation. Tout d'abord, cela ne serait pas possible sans la capacité croissante de calcul des ordinateurs,",Chunk 44: Deux enseignements sont  tirer de observation.
45,"sans la possibilité d'avoir des commandes de vol entièrement électriques, sans des langages de programmation puissants permettant d'élaborer des programmes parfaits, et surtout sans une approche systémique de gestion de projets rendant opérable un avion de 800 passagers muni de 530 kilomètres de câbles comme système nerveux de vol. Mais, surtout, le pilote n'a pas été",Chunk 45: Mais surtout le pilote n'a pas tre d'un ordinateur  l'
46,"remplacé : il reste toujours le maître à bord et peut brancher ou débrancher tel ou tel niveau d'automatisation car il sait effectuer aussi la même manceuvre A manuellement >. Le système ordinateur et les commandes de vol sont le support technologique du pilotage. En revanche, le métier de pilote a considérablement changé. Pour les pionniers de l'aviation, un avion se pilotait",Chunk 46: Une matre  bord peut tre toujours le matre  bord et
47,"A aux fesses >, c'est-à-dire par les sensations physiques ; aujourd'hui, les pilotes sont des ingénieurs qui allient une vision systémique de la machine à une capacité de manceuvrer l'engin dans un environnement très hostile. Cette évolution traduit une véritable mutation du métier. Il n'y a pas de séparation franchement nette entre ce qui est de l'intelligence",Chunk 47: C'est--dire par les pilotes de l'engin dans un trs hostile.
48,"artificielle et ce qui ne l'est pas;ily a de fait un continuum entre les ordinateurs qui réalisent des tâches simples et ceux qui réalisent des tâches complexes. Le monde est vaste mais continu, depuis le distributeur de billets de banque dont le rôle est de vérifier le code du client et de délivrer le nombre de billets nécessaires pour atteindre le montant désiré, au système de reconnaissance","Chunk 48: Le nombre de billets nécessaires pour atteindre le montant désiré, au systme de reconnaissance, a"
49,"facial de Facebook qui tague toutes les photos de votre < mur > et retrouve automatiquement toutes les personnes qui ont déjà un profil Facebook (fonctionnalité actuellement interdite en Europe). Dans le cas du distributeur 12 de billets, Px intelligence > se résume à des règles simples, qui sont des","Chunk 49: Dans le cas du distributeur 12 de billets, Px intelligence > se résume  des"
50,"inférences logiques de type < si-alors > : si le code rentré est faux, alors le signaler ; si c'est la troisième fois, alors avaler la carte, etc. Mais la logique étant une forme d'intelligence, il est alors facile d'argumenter que tout programme informatique relève, quelque part, de l'intelligence artificielle. John McCarthy, l'un des fondateurs de l'intelligence artificielle et inventeur du nom, disait :","Chunk 50: Mais la logique étant une forme d'intelligence, il est alors facile d'argumenter que tout programmeque "
51,"< Dès que Ça fonctionne, ce n'est plus de l'intelligence artificielle. > Le terme < intelligence artificielle > serait donc consacré uniquement à ce qui relève de la recherche. Ceci est devenu moins vrai depuis l'avènement du big data, comme nous le montrerons plus loin. Si vous avez un compte Gmail, vous avez certainement remarqué que",Chunk 51: Ce terme  intelligence artificielle peut-on tre tre  l'occasion
52,"certains courriels sont automatiquement redirigés vers la valise des spams, avec parfois de faux positifs, mais rarement de faux négatifs. Si vous avez un compte Amazon, vous avez constaté qu'Amazon vous propose des produits en lien avec voS achats, mais aussi avec votre historique de navigation, et ce de manière très pertinente. Si vous avez un iPhone, vous avez peut-être parlé","Chunk 52: Si vous avez un iPhone, vous avez peut-tre parlé"
53,"à Siri, vous lui avez peut-être même, par amusement, donné des ordres dans un langage grossier : c'est efficace et aussi très drôle. Si vous avez une carte American Express, vous avez eu la surprise d'avoir une alerte vous informant d'une dépense incongrue. Si vous lisez Le Monde ou Les Échos en version électronique, vous avez peut-être été surpris de la rapidité avec laquelle les","Chunk 53: Si vous avez tre mme, par amusement, donné des ordres dans un langage grossier :"
54,"résultats des élections législatives ou municipales vous ont été présentés en détail. Le point commun entre tous ces exemples est un moteur d'intelligence artificielle. Bien entendu, il est totalement différent d'un produit à l'autre, plus ou moins sophistiqué, mais dans tous les cas il s'agit d'algorithmes censés reproduire ce qu'un être humain aurait fait, mais justement ici sans intervention",Chunk 54: Le s'agit d'algorithmes censés s'agit d'un t
55,"humaine, avec une qualité très proche et sur de grands ensembles.A; part le fait d'être artificielle, où se situe donc l'intelligence dans ces programmes ? 2. QU'EST-CE QUE LINTELLIGENCE ? Le mot < intelligence > est dérivé du latin intellegere ou intelligere ( choisir entre >)6. Notons qu'Internet, en amplifiant les mécanismes de renforcement","Chunk 55: C'est--tre artificielle, o se situe donc l'intelligence dans ces"
56,"d'informations entre les êtres humains, a fortement contribué à installer le concept d'intelligence collective. Lintelligence est la capacité dynamique de 6.l Intelligence >, in Alain Rey dir),Dictionnaire historique de la langue française, Le Robert, 2016, p. 1164. 13 pouvoir faire des inférences entre des stimuli, d'en déduire des abstractions,","Chunk 56: Lintelligence est la capacité dynamique de 6.l Intelligence >, in Alain Rey dir),"
57,"de créer un langage qui permet de nommer, d'échanger et de faire des liens entre ces abstractions. Lintelligence a permis de définir le concept de contexte, pouvant ainsi expliciter que les liens ne sont pas forcément répétitifs. C'est dans toutes ces capacités que l'humain se distingue des autres mammifères. Non seulement un chien ne sait pas dire < demain >, mais il est probable que","Chunk 57: Lintelligence a permis de définir le concept de contexte, pouvant ainsi expliciter que les ne sont pas for"
58,"le concept de < demain > ne soit pas développé dans ses capacités cognitives. Nous avons maintenant des outils pour comprendre le cerveau et nous savons que le développement du cortex cérébral a autorisé l'homme à définir des abstractions. Les fonctions du langage, consubstantielles à l'intelligence, ont été identifiées dans certaines aires du cerveau, les aires de Broca et de Wernicke.","Chunk 58: Nos fonctions  l'intelligence, ont t t t t "
59,"Certains animaux possèdent ces aires, mais elles sont fortement développées chez les humains. Il faut noter que ce développement du cerveau explique un phénomène intéressant : la plupart des mammifères naissent quasiment adultes, sauf les humains. Un poulain sait marcher au bout de quelques heures, par exemple. En revanche, c'est parce que le développement du cerveau ne",Chunk 59: C'est parce que le cerveau ne peut-on tt--tt 
60,"peut se faire in utero (car il serait trop volumineux pour franchir le col de l'utérus) que les humains naissent < trop tôt >. Ce faisant, ils sont soumis très vite à tous les stimuli d'un environnement plus varié que le ventre de la mère. Limpact sur le développement de l'intelligence sera peut-être encore mieux compris avec la découverte du rôle fondamental de lépigénétique, science",Chunk 60: Le rle fondamental de lépigénétique peut-tre encore mieux compris ont tre
61,"étudiant les relations entre les gènes et lenvironnement. Iln'est donc pas facile de définir l'intelligence avec le langage comme seul outil. Un dictionnaire présente la particularité d'être autoréférent, puisque les mots se définissent à l'aide de mots. En revanche, il faut comprendre l'intelligence artificielle comme une tentative de comprendre l'intelligence en utilisant des",Chunk 61: Une tte d'tre autoréférent n'a pas tre
62,"programmes informatiques. 3. UNE BRÈVE HISTOIRE DE LINTELLIGENCE ARTIFICIELLE ET DE SES ACTEURS PRINCIPAUX De tout temps, les humains ont créé des technologies pour se soulager des tâches quotidiennes. Le point d'évolution de l'humanité se produit lorsque",Chunk 62: Une tches quotidienne avait tre
63,"l'humain maîtrise le feu : les aliments cuits sont plus faciles à digérer. Il y a besoin de moins de neurones dans notre cerveau bas, celui qui gère la digestion, et donc lénergie disponible permet d'accroître notre cerveau haut. Ainsi l'être 14 humain se trouve en haut de la chaîne alimentaire et devient libre de créer.","Chunk 63: Il y a besoin de moins de neurones dans notre cerveau bas, celui qui gre"
64,"Pour rester en haut de cette chaîne alimentaire, I'humain construit des outils qui ont un impact sur le développement de l'humanité. < La main forge loutil et l'outil change l'homme >, résumait ainsi lethnologue et historien André Leroi-Gourhan. a) L'histoire ancienne",Chunk 64: L'histoire de l'Institut National de la Recherche Scientifique (I
65,"L'humain a bien sûr fabriqué des outils pour multiplier la puissance de la force humaine. Dans PAntiquité, les ingénieuses machines d'Archimède surpassaient tout ce que le muscle humain pouvait accomplir et, en l'an 150 de notre ère, à Alexandrie, une machine à vapeur ouvrait seule la porte d'un temple. Par ailleurs, l'humain a aussi très tôt développé des outils pour se",Chunk 65: Les machines d'Archimde a sr fabriqué des outils pour multiplier la puissance de la force
66,"soulager des tâches intellectuelles. Ainsi, la machine d'Anticythère, deux siècles environ avant Jésus-Christ', permettait de faire des calculs astronomiques sophistiqués, incluant des prédictions d'éclipses, tandis qu'au premier siècle de notre ère Héron d'Alexandrie inventait la première < machine à sous >, qui distribuait une quantité précise d'eau bénite lorsqu'on y introduisait une",Chunk 66: Une tchesuelle intellects sophistiqué  la premire  machine 
67,"pièce et fonctionnait grâce à une mécanique mue par l'eau selon le principe des boucles de rétroaction. Ces exemples montrent qu'il y a plus de deux mille ans, les principes de l'automatisme et de la systémique, qui sont les bases de l'informatique et de l'intelligence artificielle, étaient non seulement posés, mais donnaient lieu à la fabrication de leurs objets.","Chunk 67: Ces principes de l'automatisme et de la systémique, les principes de l"
68,"Les premiers ordinateurs n'étaient pas si éloignés des machines de PAntiquité. La grande différence est la capacité de réaliser des opérations logiques intégrant le < et > et le < ou "",grâce aux transistors. Ensuite, la miniaturisation a permis d'augmenter le nombre de composants élémentaires par surface, donc de passer à des calculs plus complexes. Si la technologie change, le désir",Chunk 68: Les ordinateurs s'enfant  l'Institut National de la Recherche Scientifique (INR) a
69,"de reproduire, voire de surpasser le raisonnement humain reste une constante dans l'histoire de l'humanité. b) Des années 1950 à aujourd'hui En 1952,Alan Turing, l'un des fondateurs de l'informatique, avait déjà réalisé un programme de jeu d'échecs, proche des systèmes experts actuels. Il fallait","Chunk 69: Alan Turing, the British codebreaker who cracked the Enigma code during the Second World War, has died"
70,"une demi-heure pour que la machine propose chaque coup. En 1956, le séminaire de Darmouth a réuni pendant dix semaines des scientifiques de très haut rang pour définir l'intelligence artificielle. Parmi eux se trouvaient 7. < Machine d'Anticythère: Google célèbre l'ancêtre des calculateurs > lepoint.fr, 17 mai 2017, www.lepoint.fr/ storomiemachnedanipherpegectelamcreddlus1205202222940, 1925.php).","Chunk 70: Une machine d'Anticythre, Google, s'agit  Darmouth,"
71,"15 John McCarthy, Marvin Minsky (cofondateur du laboratoire d'intelligence artificielle au MIT, père des réseaux de neurones), Herbert Simon (prix Nobel d'économie 1978, inventeur de la rationalité limitée) et Claude Shannon (inventeur de la théorie de l'information) 8. L'un des objectifs fondamentaux de","Chunk 71: The winners of this year's Nobel Peace Prize have been announced at a ceremony in Oslo,"
72,"ce séminaire était de comprendre ce qu'était l'intelligence, au travers d'outils informatiques, avec un autre langage que celui des êtres humains. II fut la base de nombreux travaux théoriques et pratiques, comme l'invention de langages de programmation orientés vers l'intelligence artificielle. Cette compréhension de l'intelligence que souhaitaient appréhender les",Chunk 72: Cette tte--tte tte--tte
73,"participants du séminaire se retrouve dans les mots de Hiroshi Ishiguro (voir photo), l'un des grands chercheurs sur les robots humanoides à l'université d'Osaka : < Je construis des robots pour comprendre ce qu'est la conscience"".> D'ailleurs, il est encore plus difficile de définir la conscience que l'intelligence, d'ow l'idée intéressante de construire des machines encore plus perfectionnées","Chunk 73: D'ailleurs, il est encore plus difficile de définir la conscience que l'intelligence, d'ow l'id"
74,"que les ordinateurs pour interroger la conscience. I Hiroshi Ishiguro et son dual robotique. Source : << Hiroshil Ishiguro: Robots like mine will replace pop stars and Hollywood actors >, International business, Times, 22nd of March, 2015.","Chunk 74: The British film-maker Hiroshi Ishiguro, best known for his"
75,"c) Les différentes écoles du dèveloppement de l'intelligence artificielle L'approche humaine La première école a tenté d'imiter le raisonnement d'un être humain. Un nouveau: métier était né : le cogniticien, dont le rôle consistait à discuter avec un expert de ses méthodes de résolution de problèmes, puis à projeter son expertise",Chunk 75: c) Les différentes écoles du dveloppement de l'intelligence artificielle
76,"dans un langage logique compréhensible par un ordinateur, par exemple, en réalisant des outils d'aide à la décision sous forme de graphiques, d' arbres de décision >. Cette méthode se heurtait à plusieurs problèmes. D'abord, 8. Voir. John McCarthy, Marvinl L.I Minsky, Nathaniel Rochestere et Claude E.Shannon, <<A AProposalfort the Dartmouth Summer Research Project on Artificiall Intelligence. August 31,1955 ,AI Magazine, vol.27, n"" 4, hiver 2006,p. 12-14",Chunk 76: Cette méthode se heurtait  problmes.
77,"wwaaiogogindexphpaimaprheanteeMEW/1904/1802, 9. Voir l'intervention de Hiroshi Ishiguro, < The Future Life Supported by Robotic Avatars >, au Global Future 2045 International Congress, New' York, 15-16 juin 2013, youtube.com lwwwgputubecom'watch,-h34p5i.0, 16 les experts pouvaient se sentir dépossédés s'ils dévoilaient leur expertise ; le","Chunk 77: Le futur de Hiroshi Ishiguro,  The Future Life Supported by Robotic Avatar"
78,"cogniticien devait alors faire tout un travail d'approche psychologique pour ne pas heurter leur sensibilité. Ensuite, les langages informatiques traditionnels étaient procéduraux, et ainsi mal adaptés à une logique de règles. On a donc inventé des langages tels LISP ou Prolog, dont la syntaxe est celle d'un moteur de règles. Ces langages sont aujourd'hui tombés en désuétude. De plus,",Chunk 78: Une sensibilité peut-on tre leur sensibilité  l'auteur
79,"un moteur de règles n'apparaît pas logiquement rigoureux, en fonction de l'antécédence d'une règle par rapport à une autre. Dans les années 1990, les factures des opérateurs de téléphonie mobile pouvaient varier de quelques pourcents en fonction du chemin emprunté pour calculer le prix, c'est--dire de la manière dont le système informatique choisit l'ordre de ses règles de","Chunk 79: Dans un moteur de rgles n'apparat pas logiqueeux, en fon de l'ant"
80,"calcul. L'analyse factorielle et des données La deuxième école, qui s'est souvent confrontée à la première, utilisait des outils statistiques et, surtout, rejetait tout ce qui était modélisation de l'humain, en d'autres mots, tout ce qui était moteur de règles. La palette des",Chunk 80: La deuxime école s'est souvent confrontée  la
81,"outils était large, allant de méthodes de classification traditionnelles, comme les analyses factorielles, à des modélisations sophistiquées, comme les chaînes de Markov qui ont été longtemps la base des logiciels de dictée automatique. Ce fut l'occasion d'un conflit supplémentaire entre < sciences molles >, celles qui privilégiaient une approche plutôt inductive basée sur les modélisations",Chunk 81: L'occasion d'un conflitlémentaire entre  sciences molles qui privilégiaient une
82,"de l'humain, et < sciences dures >, qui, à l'inverse, partaient des données et refusaient tout anthropomorphisme. Comme le déclare le statisticien Jean Paul Benzécri, le fondateur de l'analyse des données, < le modèle doit suivre les données, et non l'inverse 10 >. Limitation de la nature","Chunk 82: Le modle doit suivre les dons, et non l'inverse 10,"
83,"La troisième école a souhaité modéliser la nature et le cerveau humain. Ce fut le début des réseaux de neurones, une catégorie d'algorithmes utilisant le paradigme du cerveau pour résoudre des problèmes. Les réseaux de neurones sont actuellement dominants dans toutes les applications liées à la reconnaissance des formes : compréhension du langage, traduction",Chunk 83: L'Institut National de la Recherche Scientifique (INRC) avait tre un troisi
84,"automatique, analyse d'image, etc. Ils sont, par exemple, à la base des voitures autonomes. 10.Citép par Dominiquel Desbois,ine < La place del'ap prioridansl'analyset des données économiques oul le programme fort des méthodes inductives au service de l'hétérodoxie: >, Revue Modulad, no 39, décembre 2008, P. 176 (téléchargeable sur pAPeNR Laj place de 127a priori dans! 1%27analyse",Chunk 84: Les méthodes économiques de l'hrodoxie peut-tre t
85,"des donnees economiques oul le programme fort des methodes inductives au service de M27heterodoxie). 17 La recherche d'un algorithme unique Le professeur Pedro Domingos, de l'université de Washington, va plus loin en partant de cinq formes d'apprentissage : l'inférence humaine fondée sur la",Chunk 85: Une recherche d'un algorithme uniquee de M27heterodoxie
