Chunk Number,Original Text Chunk,Summary
32,"I have had the opportunity to work with many MLB franchises and discuss what with performance, creating the ability to impact in-game decision-making. their priorities and challenges are related to data analytics. Typically, I hear three recurring themes their data teams are focused on that have the most value in Baseball teams using Databricks have developed solutions for these priorities",Chunk 32: Major League Baseball is one of the most competitive sports in the world.
33,"helping set their team up for success on the field: and several others. They have shaped what the modern-day version of ""Moneyball"" looks like. What follows is their successful framework explained 1. Speed: Since every MLB team has access to the Statcast data during a game, in an easy-to-understand way.",Chunk 33: The Boston Red Sox are the first team in Major League Baseball to win 100 games in each of the last three seasons
34,one way to create a competitive advantage is to ingest and process the data faster than your opponent. The average length of time between pitches is databricks EBOOK: BIG BOOK OF MACHINE LEARNIN G USE CASES 2ND EDITION Getting the data,Chunk 34: Big data analytics is the art and science of gathering and analysing vast amounts of data.
35,"When a pitcher throws a baseball, Hawkeye cameras collect the data and save it collected and processed. Just as a waiter can quickly become overworked to an application that teams are able to access using an application programming fulfilling customers' needs, making continuous API requests for data creates some interface (API) owned by MLB. You can think of an API as an intermediate challenges in data pipelines. With the assistance from these data teams, however,",Chunk 35: Major League Baseball's (MLB) Hawkeye camera system is one of the most advanced in the game.
36,"connection between two computers to exchange information. The way this works we have created code to accommodate continuously collecting Statcast data is: a user sends a request to an API, the API confirms that the user has permission during a game. You can see an example of the code using a test API below. to access the data and then sends back the requested data for the user to",Chunk 36: We have created an API to allow you to access Statcast data during a game.
37,"consume. To use a restaurant as an analogy - a customer tells a waiter what they from pathlib import Path import json want to eat, the waiter informs the kitchen what the customer wants to eat, the waiter serves the food to the customer. The waiter in this scenario is the API.",Chunk 37: The API is a way for an application to communicate with another application.
38,"class def sports_api: init_(self, endpoint, api_key) : self.endpoint = endpoint self.api_key = api_key self.connection = self.endpoint + self.api_key API",Chunk 38: class def sports_api: init_(
39,"User Application def fetch_payload (self, request_ L, request_2, adls_path) url = Flaaif.comnectionlsse d= (reques 1(request_2)-",Chunk 39: The following example shows how to fetch adls
40,"Request Request 99.M"" r = requests. get (url) Response",Chunk 40: The following is a list of all the requests made
41,"Response json_data - r.json () now = time. .strftime CaYamid-HR.MIS? file_name = f'json_data_out, (now)"" file_path = Path (""dbfs:/"") Path (adls_path) / Path (file_name)",Chunk 41: The following lines from the CaYamid-HR
42,"dbutils.fs.put (str (file_path), json.dumps (json_data), True) Figure 4: Example of how an API works, using a restaurant analogy return str (file_path) Figure 5: Interacting with an API to retrieve and save data This simple method of retrieving data is called a ""batch"" style of data collection",Chunk 42: How do you use an API to retrieve and save data?
43,"and processing, where data is gathered and processed once. As noted earlier, This code decouples the steps of getting data from the API and transforming however, data is typically available through the API every 23 seconds (the average it into usable information, which in the past, we have seen, can cause latency time between pitches). This means data teams need to make continuous requests in data pipelines. Using this code, the Statcast data is saved as a file to cloud","Chunk 43: This code decouples the steps of getting data from the API and transforming it into usable information, which in the past, we have seen, can cause latency time between pitches."
44,"to the API in a method known as ""streaming"" where data is continuously storage automatically and efficiently. The next step is to ingest it for processing. databricks EBOOK: BIG BOOK OF MACHINE LEARNING USE CASES 2ND EDITION 8",Chunk 44: A new way of storing data has been developed by Google for its Android operating system.
45,"Automatically load data with Auto Loader As pitch and play data is continuously saved to cloud storage, it can be ingested automatically using a Databricks feature called Auto Loader. Auto Loader scans CSV JSON",Chunk 45: Databricks has released a new version of its award-winning pitch and
46,"files in the location they are saved in cloud storage and loads the data into A C D ""Employee"": [ ID Gender City Monthly.",Chunk 46: The BBC's technology team looks at some of
47,Databricks where data teams begin to transform it for their analytics. Auto Loader 2 ID000002(Female Delhi 20000 3 ID000004E Male Mumbai 35000 t is easy to use and incredibly reliable when scaling to ingest larger volumes of data,Chunk 47: Autobrick 20000 3 ID4E Male Mumbai 35000 t is a high
48,"4 ID000007H Male Panchkula 22500 5 ID0000081Male Saharsa 35000 ""id"":""1"", in batch and streaming scenarios. In other words, Auto Loader works just as well 6 ID0000091N Male Bengaluru 100000",Chunk 48: Here's a look at some of the key words that
49,"7 ID000010KMale Bengaluru 45000 for small and large data sizes in batch and streaming scenarios. The Python code 8 ID000011LF Female Sindhudui 70000 ""Name"": ""Ankit"", 9 ID000012NN Male Bengaluru 20000",Chunk 49: Python code 8 ID000011LF Female Sindhudui 70000 for
50,"below shows how to use Auto Loader for streaming data. 10 ID000013NMale Kochi 75000 ""Sal"": ""1000"", 11 1D000014CFemale Mumbai 30000 12 ID000016CMale Mumbai 25000",Chunk 50: You can watch INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals INRDeals
51,"df = spark.readtream. format (""cloudFiles"") I 3 1D000018SFemale Surat 25000 ), f option (,) 14 ID000019TF Female Pune 24000",Chunk 51: df = spark.readtream.
52,"schema () I 15 ID000021VMale Bhubanes 27000 ID000022VFemale Howrah 28000 ""id"":""2"", .load()","Chunk 52: Images courtesy of AFP, EPA, Getty Images and"
53,"""Name"": ""Faizv"". df.writestream. format (""delta"") I option rehechpointlocation? ) Figure 7: Comparison of CSV and JSON formats trigger () 1",Chunk 53: Figure 7: Comparison of two different file formats.
54,".start () It should be obvious which of these two formats data teams prefer to work Figure 6: Setup of Auto Loader to stream data with. The goal then is to load Statcast data in the JSON format and transform it into the friendlier CSV format. To do this, we can use the semi-structured data",Chunk 54: In this article we are going to look at how to load and stream Statcast data.
55,"One challenge in this process is working with the file format in which the Statcast support available in Databricks, where basic syntax allows us to extract and is saved, a format called JSON. We are typically privileged to work with data that is transform the nested data you see in the JSON format to the structured CSV style already in a structured format, such as the CSV file type, where data is organized format. Combining the functionality of Auto Loader and the simplicity of semi-",Chunk 55: In this article we are going to look at how we can use the Auto Loader feature in Datas to transform data into a structured format.
56,"in columns and rows. The JSON format organizes data into arrays and despite its structured data support creates a powerful data ingestion method that makes the wide use and adoption, I still find it difficult to work with, especially in large sizes. transformation of JSON data easy. Here's a comparison of data saved in a CSV format and a JSON format.",Chunk 56: I'm a big fan of the SQL Server hibernate format.
57,databricks EBOOK: BIG BOOK OF MACHINE LEARNING USE CASES 2ND EDITION 9 Using Databricks' semi-structured data support with Auto Loader Auto Loader writing data to a Delta table as a stream,Chunk 57: This paper describes the use of Autobricks in the development of
58,"spark.readstream. format (""cloudFiles"" I # Define the schema and the input, checkpoint, and output pai ths. .option reloudflles.format, ""json"") 1 read_schema = (""id int, .option ""cloudriles.schematocation"", 1",Chunk 58: The spark.readstream library provides a way to stream
59,"""firstName string, .load ("""") I ""middleName string, .selectExpr ""lastName string, +","Chunk 59: string ""firstName string, .load ("""
60,"""gender string, + ""tags:page.name"", # extracts (""tags"": ""page"": ""name' 113 ""birthDate timestamp, ""taga-page.idtint"", # extracts tagaraCpagercian 133 and ""ssn string,","Chunk 60: extract ""tagaraCpagercian 133"""
61,"casts to int ""salary int"") ""tagsieventrype"" # extracts tagarteventrype? 13 json_read.path = /FileStore/streaming-uploads/people-10m' checkpoint_path - /mt/delta/people-10n/checepoints",Chunk 61: BBC Sport takes a look back at some of the
62,"save_path = me/daltapeople-o people_stream (spark I readStream I As the data is loaded in, we save it to a Delta table to start working with it further. .schema (read_schema) I",Chunk 62: The following code shows how to load data into a Delta table from
63,".option Charleaerrigger, 1) I Delta Lake is an open format storage layer that brings reliability, security and .option (""multiline', True) performance to a data lake for both streaming and batch processing and is the -json Gson_read.path))","Chunk 63: .option Charleaerrigger, 1) I Delta Lake is an open format"
64,"foundation of a cost-effective, highly scalable data platform. Semi-structured people_stream."" writeStream I support with Delta allows you to retain some of the nested data if needed. The .format( ('delta') I outputMode ('append') I","Chunk 64: Delta is an open-source, declarative data management platform."
65,"syntax allows flexibility to maintain nested data objects as a column within a Delta option checkpointlocation, checkpoint_path) I table without the need to flatten out all of the JSON data. Baseball analytics teams .start (save_path) use Delta to version Statcast data and enforce specific needs to run their analytics","Chunk 65: syntax allows flexibility to maintain nested data objects as a column within a Delta option checkpointlocation, checkpoint_path)"
66,"on while organizing it in a friendly structured format. With Auto Loader continuously streaming in data after each pitch, semi-structured data support transforming it into a consumable format, and Delta Lake organizing it for use, data teams are now ready to build analytics that gives their team the competitive edge on the field.",Chunk 66: Delta Lake is a game-changing data management platform for youth baseball.
67,databricks EBOOK: BIG BOOK OF MACHINE LEARNING USE CASES 2ND EDITION 10 Machine learning for insights Recall the Rays pulling Blake Snell from the mound during the World Series = that,Chunk 67: BBC Sport takes a look at some of the key stories from the
68,"Machine learning models are relatively easy to build and use, but data teams often decision came from insights coaches saw in their predictive models. Statistical struggle to implement them into streaming use cases. Add in the complexity of analysis of Snell's historical Statcast data provided by Billy Heylen of sportingnews. how models are managed and stored and machine learning can quickly become com indicated Snell had not pitched more than six innings since July 2019, had a",Chunk 68: How do you use machine learning to predict the performance of a pitcher?
69,"out of reach. Fortunately, data teams use MLflow to manage their machine learning lower probability of striking out a batter when facing them for the third time in a models and implement them into their data pipelines. MLflow is an open source game, and was being relieved by teammate Nick Anderson, whose own pitch data platform for managing the end-to-end machine learning lifecycle and includes","Chunk 69: MLflow is an open source game, and was being relieved by teammate Nick Anderson, whose own pitch data platform for managing the end-to-end"
70,"suggests was one the strongest closers in MLB, with a 0.55 earned run average support for tracking predictive results, a model registry for centralizing models that (ERA) and 0.49 walks and hits per innings pitched (WHIP) during the 19 regular- are in use and others in development, and a serving capability for using models in season games he pitched in 2020. Predictive models analyze data like this in real",Chunk 70: We've been looking at some of the best relievers in Major League Baseball over the past five years.
71,data pipelines. time and provide supporting evidence and recommendations coaches use to make critical decisions. MLflow Tracking MLflow Projects,Chunk 71: MLflow is a cloud-based artificial intelligence (
72,MLflow Models Model Registry Record and query Package data science code Deploy machine learning,Chunk 72: MLflow Models Model Registry Record and query Package data
73,"Store, annotate, discover, experiments: code, data, in a format to reproduce runs models in diverse serving and manage models in a config, and results",Chunk 73: In this talk I will show you how to build
74,on any platform environments central repository Read more Read more,Chunk 74: BBC News takes a look at some of the key
75,Read more Read more Figure 8: MLflow overview databricks EBOOK: BIG BOOK OF MACHINE LEARNING USE CASES 2ND EDITION,Chunk 75: BBC News takes a look at some of the key
76,"11 To implement machine learning algorithms and models to real-time use cases, The outputs a machine learning model creates can then be displayed in a data data teams use the model registry where a model is able to read data sitting in visualization or dashboard and used as printouts or shared on a tablet during a",Chunk 76: Machine learning is a branch of computer science that uses computers to learn from large amounts of data.
77,a Delta table and create predictions that are then used during the game. Here's game. MLB franchises working on Databricks are developing fascinating use cases an example of how to use a machine learning model while data is automatically that are being used during games throughout the season. Predictive models are loaded with Auto Loader:,Chunk 77: If you're a fan of Major League Baseball (MLB) and want to see how data can be used to predict the
78,"proprietary to the individual teams, but here's an actual use case running on Databricks that demonstrates the power of real-time analytics in baseball. Getting a machine learning model from the registry and using it with Auto Loader #get model from the model registry",Chunk 78: We've been hearing a lot lately about the use of machine learning in baseball.
79,"model = mlflow.spark. load_model ( model_uri ""model (moo name ""Production')""? #read data from bronze table as a stream events = spark.readtream I .format (""delta"") I",Chunk 79: #read data from bronze table as a stream events
80,"#.option reloudFies.marilesPerrigger"", 1)1 .schema (schema) I .table Chaseatre7 #pass stream through model model_output model.transform: (events)",Chunk 80: Find out more at www.marilesPerrigg
81,"#write stream to silver delta table events.writestrean I .format (""delta') I .outputMode (""append"") I option('checkpointlocation', ""/tmp/baseball/""? I",Chunk 81: #writeformat to silver delta table events.
82,table Cdefault.baseball.treamsilver? databricks EBOOK: BIG BOOK OF MACHINE LEARNING USE CASES 2ND EDITION 12 Bringing it all together with spin ratios and sticky stuff,Chunk 82: The following table shows the percentage of students who scored
83,"Average adjusted fastball spin rate per season MLB introduced a new rule for the 2021 season meant to discourage pitcher's use 20 21 22 23 24 25 of ""sticky stuff,"" a substance hidden in mitts, belts or hats that when applied to a 2017",Chunk 83: Here's a look back at some of the rules changes made by Major League Baseball over the past
84,"baseball can dramatically increase the spin ratio of a pitch, making it difficult for 2018 batters to hit. The rule suspends for 10 games pitchers discovered using sticky stuff. Coaches on opposing teams have the ability to request an umpire check for 2019",Chunk 84: Umpires will be able to check on sticky stuff on pitchers' arms for the first
85,"the substance if they suspect a pitcher to be using it during a game. Spin ratio is a 2020 data point that is captured by Hawkeye cameras, and with real-time analytics and 2021 machine learning, teams are now able to make justified requests to umpires with",Chunk 85: Umpires will be able to use artificial intelligence to determine if pitchers are using performance-enhancing drugs
86,the hopes of catching a pitcher using the material. After June 3 Source: Baseball Prospectus How spin affects a pitch Direction of pitch,Chunk 86: Major League Baseball has announced that it will begin using
87,"Figure 10: Trending spin rate of fastballs per season and after rule introduction on June 3, 2021 The ball is pushed in Following the same framework outlined above, we ingest Statcast data pitch by the direction of the spin,",Chunk 87: Here's a look at how the spin rate of fastballs will change under the
88,"pitch and have a dashboard that tracks the spin ratio of the ball for all pitchers Friction pulls air making it harder to hit. during all MLB games. Using machine learning models, predictions are sent to the around the ball. 334",Chunk 88: Major League Baseball is using artificial intelligence to predict the outcome of games.
89,"dashboard that flag outliers against historical data and the pitcher's performance in the active game, which can alert coaches when they fall outside of ranges anticipated by the model. With Auto Loader, Delta Lake and MLflow, all data ingestion and analytics happen in real time. Figure 9: Illustration of how spin affects a pitch",Chunk 89: We're using artificial intelligence (AI) and machine learning (ML) to improve pitchers' performance.
90,databricks EBOOK: BIG BOOK OF MACHINE LEARNING USE CASES 2ND EDITION 13 Technologies like Statcast and Databricks have brought real-time analytics to Lovelytics Defense Analysis: Pitch Spin Rate,"Chunk 90: In this week's Tech Tent, we take a look"
91,"sports and changed the paradigm of what it means to be a data-driven team. As data volumes continue to grow, having the right architecture in place to capture 24.63  MW ) -",Chunk 91: The world's largest independent power producer (IPP) has announced it
92,real-time insights will be critical to staying one step ahead of the competition. Mwyw MV wwww Real-time architectures will be increasingly important as teams acquire and Historical Trend,Chunk 92: Real-time analytics will be increasingly important as teams acquire and
93,"2017/20181 12019j202012021 GameTrend ThisS Seas develop players, plan for the season and develop an analytically enhanced approach to their franchise. Ask about our Solution Accelerator with Databricks 25.50",Chunk 93: ThisS Seas are a professional rugby union team based in the
94,"partner Lovelytics, which provides sports teams with all the resources they need 25.0 to quickly create use cases like the ones described in this blog. te 10.6496",Chunk 94: BBC Sport takes a look at some of the use cases
95,A11516 A0.6296 V21185 V25516 V2976,Chunk 95: A11516 A0.6296 A21185 V
96,"V31186 A03316 Y0486 2463 V2615 Figure 11: Dashboardi for ""sticky stuff"" detection in real time",Chunk 96: V31186 A03316 Y0486 2
97,databricks EBOOK: BIG BOOK OF MACHINE LEARNING USE CASES 2ND EDITION 14 CHAPTER 3: Improving On-Shelf,Chunk 97: A look at some of the key findings from the
98,"Introduction Availability for Items With Retailers are missing out on nearly $1 trillion in global sales because they don't have on hand what AIOut-of-Stock Modeling customers want to buy in their stores. Adding to the challenge, a study of 600 households and several","Chunk 98: In our series of letters from African journalists, film-maker and columnist Ahmed Rashid looks at the"
99,"retailers by research firm IHL Group details that shoppers encounter out-of-stocks (0OS) as often as This post was written in collaboration with Databricks partner one in three shopping trips, according to the report. And a IRI found that 20% of all out-of- Tredence. We thank Rich Williams, Vice President Data","Chunk 99: One in three shoppers encounter out-of-stocks as often as they go shopping, according to a new report"
100,"study by Engineering, and Morgan Seybert, Chief Business Officer, of stocks remain unresolved for more than 3 days. Tredencei for their contributions. Overall, studies show that the average OOS rate is about 8%. That means that one out of 13 products","Chunk 100: The UK's oil and gas industry is suffering from a lack of innovation, according to"
101,"is not purchasable at the exact moment the customer wants to get it in the store. OOS is one of the biggest problems in retail, but thankfully it can be solved with real-time data and analytics. In this write-up, we showcase the new Tredence-Databricks combined On-Shelf Availability Solution Accelerator. The accelerator is a robust quick-start guide that is the foundation for a full out-of-stock or supply chain solution. We outline how to approach out-of-stocks with the Databricks Lakehouse to",Chunk 101: Out-of-stock (OOS) is one of the biggest challenges faced by retailers.
102,"solve for on-shelf availability in real time. By Rich Williams, Morgan Seybert, Rob Saker and Bryan Smith And the impact of solving this problem? A 2% improvement in on-shelf availability is worth 1% in increased sales for retailers.",Chunk 102: How do you solve one of the biggest challenges facing retailers - how do you improve the
103,databricks EBOOK: BIG BOOK OF MACHINE LEARNING USE CASES 2ND EDITION 15 Growth in e-commerce makes item availability more important,Chunk 103: A look at some of the key findings from the
104,"The significance of this problem has been amplified by the availability of e-commerce for delivery and curbside pickup orders. While customers that face an out-of-stock at the store level may just not purchase that item, they are likely to purchase other items in the store. Buying online means that they may just switch to a different retailer.",Chunk 104: The issue of out-of-stock goods has been a problem for retailers for some time.
105,"The impact is not just limited to a bottom line loss in revenue. Research from NielsenIQ shows that 30% of shoppers will visit new stores when they can't find the product they are looking for, leading to a loss in long-term loyalty. Members of e-commerce membership programs are most likely to switch retailers in the event of an out-of-stock. IHL estimates that ""upwards of 24% of Amazon's current retail","Chunk 105: According to the International Council of Shopping Centers (IHL), out-of-stock stores cost US retailers more than $100bn a year."
106,"revenue comes from customers who first tried to buy the product in-store."" Retailers have responded to this with a variety of tactics including over-ordering of items, which increases carrying costs and lowers margins when they are forced to sell excess inventory at a discount. In some instances, retailers and distributors It's not just retailers that are impacted by OOS. Retailers, consumer goods will rush order products or use intra-delivery ""hot shots"" for additional deliveries,",Chunk 106: Online Ordering Syndrome (OOS) is a growing problem in the retail industry.
107,"companies, distributors, brokers and other firms each invest in third-party audits, which come at an additional cost. Some retailers have invested in robotics, but which typically involve employees visiting stores to identify gaps on the shelf. On many pull out of their pilots citing costs. And other retailers are experimenting with any given day, tens of thousands of individuals are visiting stores to validate item computer vision, although these approaches merely notify them when an item is",Chunk 107: The use of artificial intelligence (AI) and robotics in the retail industry has led to the emergence of a growing number of third-party audits.
108,availability. Is this really the best use of time and resources? unavailable and don't predict item availability. databricks EBOOK: BIG BOOK OF MACHINE LEARNING USE CASES 2ND EDITION 16,Chunk 108: What is the best use of time and resources?
109,"Why hasn't technology solved out-of-stocks yet? Introducing the On-Shelf Availability Solution Accelerator Out-of-stock issues have been around for decades, SO why hasn't the retail Our partners at Tredence approached us with the idea of publishing a Solution industry been able to solve an issue of this magnitude that impacts shoppers,","Chunk 109: Out-of-stock issues have been around for decades, so why hasn't the retail industry been able to"
110,Accelerator that they've created as the core of a broader Supply Chain Control retailers and brands alike? The seemingly simple solution is to require employees Tower offering. Tredence works with the largest retailers on the planet and to manually count the items on hand. But with potentially hundreds of thousands understands the nuances of modeling OOS and knew that Databricks' processing,Chunk 110: What does Databricks have in common with Tredence?
111,"of individual SKUS distributed across a large format retail location that may be and their advanced data science capabilities were a winning combination. servicing customers nearly 24 hours a day, this simply isn't a realistic task to perform on a regular basis. While the OSA solution focuses on driving sales through improved stock availability",Chunk 111: One of the UK's largest supermarket chains was looking for a way to improve stock availability.
112,"on the shelves, the broader Retail Supply Chain Control Tower solves for multiple Individual stores do perform inventory counts periodically and then rely on point- adjacent merchandising problems - inventory design for the stores, efficient store of-sale (POS) and inventory management software to track changes that drive unit replenishments, design of store network for omnichannel operations, etc. Knowing counts up and down. But with sO much activity within a store location, some of the how big a problem this is in retail, we immediately took them up on their offer.",Chunk 112: We were looking for a solution to a problem we were having with our supply chain.
113,"day-to-day recordkeeping falls through the cracks, not to mention the impact of shrinkage, which can be hard to detect, on in-store supplies. The first step in addressing OSA challenges is to examine their occurrence in the historical data. Past occurrences point to systemic issues with suppliers and So the industry falls back on modeling. But given fundamental problems in data",Chunk 113: One of the biggest challenges faced by retailers is the lack of visibility into their supply chain.
114,"internal processes, which will continue to cause problems if not addressed. accuracy, these approaches can drive a combination of false positives and false negatives that make model predictions difficult to employ. Time sensitivities To support this analysis, Tredence made available a set of historical inventory and further exacerbate the problem, as the large volume of data that often must be","Chunk 114: In our series of papers on artificial intelligence, we look at how artificial intelligence (AI) can be used to improve the accuracy of machine learning"
115,"sales data. These data sets were simulated, given the obvious sensitivities any crunched in order to arrive at model predictions must be handled fast enough for retailer would have around this information, but were created in a manner that the results to be actionable. The problem of building a reliable system for stockout frequently observed OSA challenges manifested in the data. These challenges were: prediction and alerting is not as straightforward as it might appear. 1. Phantom inventory",Chunk 115: This paper describes the challenges of building a reliable system for stockout frequently observed OSA challenges manifested in the data.
116,3. Zero-sales events 2. Safety stock violations 4. On-shelf availability databricks EBOOK: BIG BOOK OF MACHINE LEARNIN G USE CASES 2ND EDITION,Chunk 116: The BBC News website looks at some of the key
117,"17 Phantom inventory Safety stock violations In a phantom inventory scenario, the units reported to be on hand do not align Most organizations establish a threshold for a given product's inventory, below","Chunk 117: As part of our series on phantom inventory, we look at 17 examples"
118,"with units expected based on reported sales and replenishment. which replenishment orders are triggered. If set too low, inadequate lead times or even minor disruptions to the supply chain may lead to an out-of-stock scenario 160 Alert",Chunk 118: The following table shows the estimated lead times for key products sold by each of the
119,while new units are moving through the replenishment pipeline. 140 20 120 Alert,Chunk 119: The world's largest coal-fired power station
120,- 5 - 1111 1-May 2-May 3-May 4-May 5-May 6May 7-May 8-May 9-May 10-May 11-May 12-May 13-May 14-May 15-May -Replenished Units -0-On-Handl Inventory -0-Sales Units 4 Phantoml Inventory,Chunk 120: Here's a look at the key statistics for the first
