Chunk Number,Original Text Chunk,Summary
21,"2 each training example is called a training instance (or sample). In our case, the task T, for instance, can be the prediction of the stress for a given strain increment and internal state of the material. The experience E is the training data-set and the performance measure P can be the prediction error. Machine Learning is a general term to describe a large spectrum",Chunk 21: Machine Learning is a branch of computer science that aims to train computers on a large scale.
22,"of numerical methods. Some of them offer very rich interpolation spaces, which, in theory, could be used for approximating complicated functions belonging to uncommon spaces. Here we focus on the method of Artificial Neural Networks (ANNs), which is considered to be a sub-class of Machine Learning methods. According to Cybenko (1989) and Chen and Chen (1995), ANNs have proved to be universal approximators, due to their rich interpolation","Chunk 22: In this paper, we deal with the problem of approximators."
23,"space. Therefore, they seem to be a useful and promising tool for approximating constitutive laws of many materials (e.g. sand, masonry, alloys, ceramics, composites etc.). Recognizing this potential, there is an increasing amount of new literature employing ANNS successfully in constitutive modeling of non-linear materials from model identification based on experiments and detailed numerical simulations. Starting form the seminal work",Chunk 23: Non-linear models of materials are emerging as an important tool in the study of materials science and engineering.
24,"of Ghaboussi et al. (1991) and without being exhaustive, we refer to Ghaboussi and Sidarta (1998); Lefik and Schrefler (2003); Jung and Ghaboussi (2006); Settgast et al. (2019); Liu and Wu (2019); Lu et al. (2019); Xu et al. (2020); Huang et al. (2020); Liu and Wu (2019); Gajek et al. (2020); Gorji et al. (2020) and references therein. The main idea in these works is to appropriately train ANNs, feeding them with material data, and predict the material",Chunk 24: We present a series of works on artificial neural networks (ANNs).
25,"response at the material point level. In this sense ANNs can be seen as rich interpolation spaces, able to represent complex material behavior. For instance, we record the works of Heider et al. (2020); Ghavamian and Simone (2019); Mozaffar et al. (2019); Frankel et al. (2019); Gonzalez et al. (2019); Gorji et al. (2020), who demonstrated that Recurrent Neural Networks (RNNs), an extension of neural networks, can be particularly useful for modeling","Chunk 25: Neural networks (ANNs) have the potential to represent a wide range of phenomena, such as:"
26,"path-dependent plasticity models. RNNs, differently from ANNS, process time sequences. As suggested by Gorji et al. (2020), the history-dependent variables of RNNs can potentially mimic the role of physical quantities. The Boundary Value Problem (BVP), set to determine the behavior of a solid under mechanical and/or multiphysics couplings, is then solved by replacing the standard constitutive equations","Chunk 26: In this paper, a novel model of solid under mechanical couplings, known as Reaction Neural Networks (RNNs), is proposed"
27,"or algorithms by the trained ANN. This replacement is straightforward and non-intrusive in Finite Element (FE) codes. We record, without being exhaustive, the successful embedding of ANNs as material description subroutines in FE codes by Lefik and Schrefler (2003); Jung and Ghaboussi (2006); Lefik et al. (2009); Settgast et al. (2019). Ghavamian and Simone (2019) further implemented ANNs in a FE2 scheme for accelerating multiscale FE",Chunk 27: The aim of this paper is to replace the following:
28,"simulations for materials displaying strain softening, with Perzyna viscoplaticity model. It is worth emphasizing that the aforementioned data-driven approaches are different from another promising data-driven method (i.e., data driven computing Kirchdoerfer and Ortiz, 2016) in which the BVP is solved directly from experimental material data (measurements), bypassing the empirical material modeling step, involving the calibration of constitutive","Chunk 28: In this paper, we present a new data-driven approach to the buckling stiffness model (BVP) for materials, based on"
29,"parameters (Kirchdoerfer and Ortiz, 2016; Ibanez et al., 2017; Kirchdoerfer and Ortiz, 2018,?; Ibanez et al., 2018; Eggersmann et al., 2019). While data-driven computing can be extremely powerful in many applications (Eggersmann et al., 2019), the first class of methods above-mentioned (based on the constitutive behavior at the material point level) 3",Chunk 29: The aim of this paper is to introduce a new class of methods for data-driven computing.
30,"can be advantageous when modeling complex and abstract constitutive behaviors, which are not a priori known. Moreover, they can be used even if the BVP does not have a unique solution due to important non-linearities and bifurcation phenomena (e.g. loss of uniqueness, strain localization at the length of interest, multiphysics, runway instabilities etc.). Nevertheless, until now ANNs for constitutive modeling are mainly used as a 'black-box'",Chunk 30: ANNs are 'black-box' solvers that can be used in the context of classical buckling theory (BVP).
31,"mathematical operator, which once trained on available data-sets, does not embody the basic laws of thermodynamics. As a result, vast amount of high quality data (e.g. with reduced noise and free of outliers) are needed to enable ANNs to identify and learn the underlying thermodynamic laws. Moreover, nothing guarantees that the predictions of trained ANNs will be thermodynamically consistent, especially for unseen data.",Chunk 31: The aim of this paper is to train a new class of artificial intelligence (ANNs) based on the principles of thermodynamics.
32,"In this paper, we encode the two basic laws of thermodynamics in the architecture of neural networks. This assures thermodynamically consistent predictions, even for unseen data (which can exceed the range of training data-sets). Therefore, we assure thermodynamicaly consistent network's predictions, both for seen and unseen data (which can exceed the range of the training data-sets). Moreover, our network does not have to identify/learn the",Chunk 32: The goal of this paper is to improve the prediction accuracy of neural networks.
33,"underlying pattern of thermodynamical laws. Consequently, smaller data-sets are needed in principle, the training is more efficient and the accuracy of the predictions higher. The price to pay, in comparison with existing approaches, is the need of two additional scalar functions (outputs) in the training data-set. These are the free-energy and the dissipation rate. However, these quantities are easily accessible in micromechanical simulations (e.g.",Chunk 33: The aim of this paper is to develop a new approach for the training and prediction of thermodynamical laws in micromechanical simulations.
34,"Nitka et al., 2011; Eijnden et al., 2016; Feyel, 2003) and can also be obtained experimentally in some cases. Then, based on classical derivations in thermodynamics (e.g. Houlsby and Puzrin, 2007; Einav, 2012) specific interconnections are programmed inside our ANN architecture to impose the necessary thermodynamic restrictions. These thermodynamic restrictions concern the stresses and internal state variables and their relation with the free-","Chunk 34: In our work, we have developed an artificial neural network (ANN) that can be used to constrain the free-to-free relationships between stresses"
35,"energy and the dissipation rate. Our approach is inspired by the so-called Physics-Informed Neural Networks (PINNs) (Raissi et al., 2019), in which reverse-mode autodiff (Baydin et al., 2017) is used, allowing the numerical calculation of the derivatives of an ANN with respect to its inputs. The calculation of these derivatives, imposes some numerical requirements regarding","Chunk 35: In this paper, we present a new method for the calculation of the derivatives of an anti-Stokes neural network (ANN"
36,"the mathematical class of the activation functions to be used. More specifically, the internal ANN restrictions, derived from the first law of thermodynamics, require activation functions whose second gradient does not vanish. Otherwise, the problem of second-order vanishing gradients, as it is called here (cf. classical vanishing gradients problem in ANNs, e.g. Geron, 2015), can inhibit back-propagation and make training to fail. This new problem and its",Chunk 36: In this paper we present a new problem for the training of artificial neural networks (ANNs).
37,"remedy is extensively explored and discussed herein. For the sake of simplicity and for distinguishing our approach from existing ones, we call the proposed ANN architecture Thermodynamics-based Artificial Neural Networks (TANNs). In our opinion TANNS should be the starting point for data-driven and physics-based constitutive modeling at the material point level.",Chunk 37: In this paper we propose a new architecture for artificial neural networks (ANNs) based on the Thermodynamics-based
38,"The paper is structured as follows. Section 2 presents a brief summary of the theoretical background of thermodynamics. In Section 3 an overview of the methodology proposed and architecture of TANNs is given. The main differences with classical, standard ANNs for 4 material constitutive modeling are also discussed. Particular attention is given to the choice",Chunk 38: The aim of this paper is to provide an overview of the state-of-the-art in the design and implementation of
39,"of activation functions and the issue of second-order vanishing gradient is investigated in detail. Generation of material data-sets, with which the training of ANNs is performed, is presented in Section 4. In a first phase, we apply TANNs for the constitutive modeling of three-dimensional elasto-plastic material models, Section 5. In particular, we consider both hyper-plasticity models and smoother hypo-plasticity ones. Extensive comparisons with","Chunk 39: In this paper, we consider the training of artificial neural networks (ANNs) for the modelling of three-dimensional elasto-plastic"
40,"standard ANNs, which are not based on thermodynamics, are also presented. In a second phase, we investigate the performance and robustness of TANNS with the presence of noise in the training data, Section 6. This is achieved by generating a set of pseudo-experimental data, adding several levels of artificial noise. Supplementary figures and data are available in Supplementary data file. For the implementation of Artificial Neural Networks and","Chunk 40: In the first phase of this work, we investigate the performance and robustness of thermodynamics-based artificial neural networks (TANNS), Section 4."
41,"Thermodynamic-based Artificial Neural Networks, we leverage Tensorflow v2.0. All code accompanying this manuscript is available upon request. 2. Thermodynamics principles: energy conservation and dissipation inequality 2.1. Energy conservation A convenient way to express the (local) energy conservation is",Chunk 41: This manuscript is copyrighted and may not be reproduced in any form without the written permission of
42,"pè = a VSymy divq + ph, (1) with p being the material density; e the specific internal energy (per unit mass); a the Cauchy stress tensor; Vv the spatial velocity gradient tensor; 9 the rate of heat flux per unit area; h the specific energy source (supply) per unit mass, and ""."" denotes contraction",Chunk 42: The coefficients of the Cauchy stress tensor are as follows:
43,of adjacent indices. 2.2. Second principle The second law of thermodynamics can be formulated in terms of the local Clausius- Duhem inequality ph,Chunk 43: The second law of thermodynamics can be formulated in
44,4 ps N div (2) 8,Chunk 44: BBC Sport takes a look at some of the key
45,"A with S being the specific (per unit mass) entropy; h/0 and -(q n)/0 the rate of entropy supply and flux, respectively. By removing the heat supply h between the energy equation (1) and the entropy inequality (2) leads to q VO",Chunk 45: The entropy inequality between the energy equation (1) and the entropy inequality (2) is given as the following:
46,"p(es - é) + a VSymy N 0, (3) 8 where the first two terms represent the rate of mechanical dissipation D = p(0s = è) +",Chunk 46: p(es - é) + a VSymy
47,"a . VSymy and the latter the thermal dissipation rate, i.e., Dth = 9-V8 The thermal dissipation is non-negative because heat only flows from regions of higher temperature to lower temperature-that is, the heat flux 9 is always in the direction of the negative thermal gradient. As it follows we argue that the mechanical dissipation rate must itself be non- negative (point-wise), i.e., D N 0.",Chunk 47: The thermal dissipation rate and the mechanical dissipation rate are both non-negative.
48,5 2.3. Dissipation function The definition of the (mechanical) dissipation rate D leads to pé = pes + 0. VSymy - D. (4),Chunk 48: The following is a list of some of the most
49,"Let us define the specific (per unit volume) internal energy E = pe and entropy S = ps and further assume constant material density, i.e., dp = 0-that is, É = pè and $ = ps. We shall assume a small strain regime, i.e., Vu A 1, with 8 : VSymu the small strain tensor, where u is the displacement vector field, and & : VSymy its rate of change. Equation (4) hence becomes","Chunk 49: In this paper, we are going to solve the equation for the internal energy of a material, i.e., its entropy."
50,"É eS + a -D. (5) Let assume a strain-rate independent material such that the energy potential is E:=E(S,,Z), (6)",Chunk 50:  eS + a -D.
51,"and the dissipation rate, being a first-order homogeneous function of Z, is D:=D(S.6,Z.Z). (7) where Z = (Gis 5N) denotes a set of N (additional) internal state variables, Sis i = 1, N. We define here (thermodynamic) state variables those macroscopic quantities",Chunk 51: The coefficients of the coefficients of the coefficients of the coefficients of the coefficients of the coefficients of the
52,"characterizing the state of a system, see e.g. Maugin and Muschik (1994). The physical representation of Si is not a priori prescribed. For instance, in the case of isotropic damage, 5 is a scalar; in anistotropic damage, a tensor; in the case of elasto-plasticity, a second order tensor, etc. The generalization to a finite-strain formulation can be achieved by considering the deformation gradient, F, and the first Piola-Kirchhoff tensor, P, as strain",Chunk 52: A finite-strain is a tensor that represents the state of a system.
53,"and stress measures, respectively (see e.g. Mariano and Galano, 2015; Anand et al., 2012). Nevertheless, as it would presented in Section 3, an incremental formulation of the material response is herein adopted. Therefore, the hypothesis of a small strain regime is usually realistic, at least for a large class of materials and an updated Lagrangian scheme. Time differentiation of the internal energy gives",Chunk 53: The material response to a small strain regime is investigated in the context of a large class of materials and an updated Lagrangian scheme.
54,OE QE OE É = & +,Chunk 54:     
55,"(8) as ds 1=1 05 which is equal to (5) and, grouping terms, it leads to",Chunk 55: The winning numbers in Saturday's drawing of the
56,QE OE OE + + =,Chunk 56: BBC Sport looks at some of the best images from
57,"(9) as dE as The arbitrariness of $, é, and 5 leads to the following relations","Chunk 57: The arbitrariness of $, é"
58,OE 8 = (10a) as QE,Chunk 58: BBC Sport looks at some of the key statistics behind
59,a (10b) ds N OE >,Chunk 59: BBC Sport takes a look back at some of the
60,"5i+D=0. (10c) i=1 a5; 6 Further introducing the thermodynamic stress, conjugate to Si X = (X1, ,XN), with",Chunk 60: The coefficients of the Bose-Einstein condensate (B
61,"OE Xi : Vie[1,N], (11) asi",Chunk 61: China's National People's Congress (NPC
62,"we obtain the following, alternative definition of the dissipation D=2x5 (12) i=1 2.4. Isothermal processes",Chunk 62: In this paper we present the results of a study
63,"In the case of isothermal process, the (specific) Helmholtz free-energy, F : E - Se = F(,,Z), which is the Legendre transform conjugate of e, is preferable. In this case, the dissipation rate is such that D : D(,,Z,2). The equations presented above (9-30) still hold (by replacing E with F) OF","Chunk 63: The equation for isothermal process, E - Se = F(,,Z), which is the Legendre transform"
64,OF OF S = a X5,Chunk 64: Find out more at www.bbc.co.
65,(13) 80 ds a5i 3. Thermodynamic-based Artificial Neural Networks,"Chunk 65: Researchers at the University of California, Los Angeles,"
66,"Within the framework of ANN or RNN material models, we can distinguish two main classes. The first consists of direct, so-called ""black-box"", approaches, where the information flow passes through the machine learning tool which operates as a mere regression operator, see e.g. Ghaboussi et al. (1991); Lefik and Schrefler (2003). The second class coincides with ANN and/or RNN models incorporating some knowledge in an informed, guided graph","Chunk 66: In this paper, we study the relationship between artificial neural networks (ANNs) and graph-based models."
67,"with intermediate history-dependent variables or detecting history-dependent features, see Heider et al. (2020); Mozaffar et al. (2019); Gorji et al. (2020), among others. Whilst the latter case has demonstrated to be extremely successful for path-dependent plasticity models, both classes are affected by the lack of physics, being the predictions not always compatible with thermodynamic principles (at least). Figure la depicts the direct approach",Chunk 67: This paper presents a direct approach to the problem of model-based plasticity.
68,AE Aa AE Aa T,Chunk 68: AE Aa AE Aa Aa Aa
69,0 Da I Qt AE,Chunk 69: A look at some of the best images from this
70,"(b) informed neural network (i- (c) informed neural network (i- (a) black-box (BB) network. NN1). NN2). Figure 1: Examples of direct, black-box (BB) (a) and informed (b, c) neural networks for material laws modeling. Inputs are highlighted in gray (0), outputs in black (0)","Chunk 70: Figure 1: Examples of direct, black-box (a) and informed (b) neural networks for"
71,"7 (BB), in which ANNs, usually Feed-Forward Neural Networks (FFNNs), are used to predict the stress increment, (output, 0) O = Ao = o+Ar a', from the input I = (E,AE), being g' the precedent strain and As its increment. In concise form, we write O = BB@ I. In this scheme, g' and As can be regarded as the state variables, namely the ANN state variables","Chunk 71: In this paper, we present a novel artificial intelligence (ANN) scheme for predicting the stress increment in a precedent strain."
72,"(not necessarily coinciding with those introduced in Sect. 2), on which the updated material stress depends on. Two examples of guided, informed ANNS, either FFNNS or RNNS, are illustrated in Figures 1b and lc. In both cases, the neural network intrinsically accounts for path-dependency, see e.g. Heider et al. (2020), making sequence of predictions of the main output. The network i-NN1 makes use of the last predicted output, i.e., a', to make","Chunk 72: guided, informed and path-dependency-based artificial neural networks (ANNS) have been developed for the modelling of material properties, i.e."
73,"predictions of the next output, O = Ao. The inputs are hence I = (E,AE, a'). We shall notice that, differently from BB, the stress at the precedent state, d', is also considered to be an ANN state variable. Other alternatives exist in the selection of the ANN variables of state. One may chose, as we shall see in Section 5, thermodynamic) state variables to be ANN state variables.","Chunk 73: In this chapter, we will see how the stress at the precedent state, d', is considered to be an ANN state variable."
74,"In the case of temperature-dependent material response, the second case (1-NN2) allows to make predictions that depend on the precedent temperature state, 8, namely O = i-NN2@ I, with I = (E,AE, a',0) and O = (Ac, A8). The main aim of this work is to change the classical paradigm of data-driven ANN material modeling into physics-based ANN material modeling. We propose a new class","Chunk 74: We present two new classes of artificial intelligence-based material models, one for temperature-dependent material response and one for non-temperature-dependent material response"
75,"of ANNs based on thermodynamics, which are Thermodynamic-based Artificial Neural Networks (TANNs). By exploiting the theoretical background presented in Section 2, we propose neural networks which, by definition, respect the thermodynamic principles, holding true for any class of material. In this framework, TANNS posses the special feature that the entire constitutive response of a material can be derived from definition of only","Chunk 75: In this paper, we present a new framework for artificial neural networks (ANNs)."
76,"two (pseudo-) potential functions: an energy potential and a dissipation pseudo-potential (Houlsby and Puzrin, 2007). TANNS are fed with thermodynamics ""information"" by relying on the automatic differentiation technique (Baydin et al., 2017) to differentiate neural networks outputs with respect to their inputs. This strategy allows to construct a general framework of neural networks material models which, in principle, can be exploited to","Chunk 76: In this paper, we develop a novel material model for topological acoustic networks (TANNS) based on the idea of two potential functions."
77,"predict the behavior of any material and assure that the predictions of TANNS will be thermodynamically consistent even for inputs that exceed the training range of data. In this paper, we only focus on strain-rate independent processes. Moreover, our approach can be extended, following the developments in Houlsby and Puzrin (2000), to materials showing viscosity and strain-rate dependency.","Chunk 77: In this paper, we develop a new method for predicting the behaviour of materials, called TANNS, based on the assumption that the"
78,"The model relies on an incremental formulation and can be used in existing Finite Element formulations (among others), see e.g. Lefik and Schrefler (2003). Figure 2 illustrates the scheme of TANNS. The model inputs are the strain increment, the previous material state at time t, which is identified herein through the material stress, a', temperature, e, and the internal state variables, 5 as well as the time increment At, namely I = (,A6,0,0.6,A0).","Chunk 78: This paper presents a novel strain-induced material state model (TANNS), which can be used to study the behaviour of a variety of materials."
79,"The primary outputs, O1, are internal variables increment, AKi, the temperature increment, AB, and the energy potential at time f+At, F'+Ar, i.e. Oi = (AKi, AB, FA). Secondary outputs, O2-that is, outputs computed by differentiation of the neural network with respect to the 8 inputs-are the stress increment, Ao, and the dissipation rate, D'Ar, 7 which we denote as","Chunk 79: In this paper, we derive a set of outputs from a set of inputs, each of which consists of 8 variables."
80,"O2 = VIOi = (Ao, D'+A). The class of neural networks we propose differs from the previous ones by the fact that the quantity of main interest, i.e., the stress increment, is obtained as a derived one, which intrinsically satisfies the first principle of thermodynamics (and, as we shall see, the second principle, as well). In the following, we briefly recall the basic concepts of artificial neural","Chunk 80: In this paper, we present a new class of artificial neural networks, in which the main interest of the network is the stress increment."
81,"networks (paragraph 3.1), we then focus on the issue of the second-order vanishing gradients that may afflict the training and the performance of an ANN model (paragraph 3.2). In particular, it is shown that, in the framework of Thermodynamic-based Artificial Neural Networks, particular attention has to be paid to the selection of activation functions. Finally, we present in detail the architecture of our model (paragraph 3.3).","Chunk 81: In the first part of this paper, we show how to train an artificial neural network (ANN) in the presence of a perturbation (paragraph 2.8)."
82,"At AE Aa 9 Figure 2: Schematic architecture of TANN. Inputs are highlighted in gray (C); outputs in black, (e) and","Chunk 82: Figure 1: At AE Aa 9a, the"
83,"and intermediate quantities in white (O). Dashed lines represent definitions, while arrows are used to denote neural network links. 3.1. Artificial neural networks overview We give herein a brief overview of the basic concepts of ANNs and in particular FFNNS. For more details, we refer to Hu and Hwang (2002) and Géron (2019). ANNs can be",Chunk 83: The following table shows the basic concepts of artificial neural networks (ANNs).
84,"regarded as non-linear operators, composed of an assembly of mutually connected processing units-nodes-, which take an input signal I and return the output 0, namely O = ANN@I. (14) ANNs consist of at least three types of layers: input, output and hidden layers, with equal",Chunk 84: An ANN is a signal processing unit.
85,"or different number of nodes. Figure 3 depicts a network composed of one hidden layer, with 3 nodes, an input layer with 2 inputs, and an output layer with 1 node. When an ANN has two or more hidden layers, it is called a deep neural network (Géron, 2019). Denoting the input array with I = (i), with t = 1,2...,n1 (nr is the number of inputs), and the outputs with O = 0;) with j = 1,2.. - ,no (no is the number of outputs), the signal flows from layer",Chunk 85: An ANN is a network composed of several hidden layers.
86,(1- 1) to layer (I) according to (I-1) PP A) Z) with k wip (-1) + (15),Chunk 86: To layer (I) according to (I-1)
87,"9 where PP are the outputs of node k, at layer (I); S is the activation function of layer (); ne"" is the number of neurons in layer (1 - 1); wp are the weights between the s-th node in layer (1-1 1) and the k-th node in layer (); and b) are the biases of layer (I). With reference to Figure 3, the output is given by","Chunk 87: Figure 9 shows the relationship between the outputs of node k, at layer (I), and the activation function of layer."
88,"0= (0) z(o)) with z(o) = Zr w/2) (1) + b(2) p with Zr (1) Xt + where the activation function of the output layer, A(out), is a linear function, as in most of","Chunk 88: The functions of the output layer, A(out), and the activation function"
89,"the cases for regression problems. The weights and biases of interconnections are adjusted, in an iterative procedure (gradient descent algorithm Géron, 2019), to minimize the error between the benchmark, 0, and prediction, O, that is measured by a loss function, L. In the following, the Mean (over a set of N samples) Absolute Error (MAE) is used as loss function, i.e.,","Chunk 89: In this paper, we present a new method for the estimation of the mean error between a benchmark, 0, and a prediction, O,"
90,"EAI 1Oi-O: L= (16) N where i = 1,2,...N. The errors related to each node of the output layer are hence back-",Chunk 90: The following table shows the errors that can be caused
91,"propagated to the nodes in the hidden layers and used to calculate the gradients of the loss function, namely af a1-me aplm aL awkm aw/"" at-m) apl-m) I-m+I)",Chunk 91: propagated to the nodes in the hidden layers and used to calculate
92,"(17) aL az-mD) ap-meD) aL apl-m) j=1 apl-m) atmD ap-mep which are then used to update weights and biases, and force the minimization of the loss","Chunk 92: Researchers at the University of California, Los Angeles, have"
93,"function values, i.e. af wP-Rw = wp E (18) àw/p'",Chunk 93: Function af wP-R-w =
94,"where E is the so-called learning rate. The weights and biases updating, the so-called training process, is performed on a subset of the input-output data-set, defined as training set, known from experimental tests or numerical simulations of the phenomenon investigated. The ANN is trained. The training process is stopped as the loss function is below a specific tolerance. Then a test set, a subset of the input-output data-set different to the training set, is used",Chunk 94: The ANN is trained on a subset of the input-output data-set where E is the so-called learning rate.
95,"to check the error of the network predictions. Once the ANN is trained, it is used in recall mode to obtain the output of the problem at hand. Due to their rich interpolation space, ANNs have proved to be universal approximators, see e.g. Cybenko (1989); Chen and Chen (1995), although the choice of hyper-parameters, such as the number of neurons, the network topology, the weights, etc. are problem-dependent.","Chunk 95: An adjoint neural network (ANN) is a machine-learning algorithm that trains an approximator of a problem, e.g."
96,"The same stands for the activation functions, which may be chosen to have some desirable properties of non-linearity, differentiation, monotonicity, etc. Most of these properties stem 10 P 1",Chunk 96: The periodic table of the periodic table contains the properties of the
