Chunk Number,Original Text Chunk,Summary
38,e SiA € by alors Ac € by (stabilité par passage au complémentaire). . Si (An)n est une suite de by alors UnAn € by (stabilité par réunion dénombrable). Remarque : by est stable par réunion finie et par intersection finie. II faut comprendre une tribu comme la quantité d'information assocée à une certaine expérience aléatoire. Remarquons qu'une tribu contient forcément 0.,Si (An)n est une suite de by alors UnAn  by (stabilité par réunion dénombrable).
39,"Exemples de tribus sur 2 : (0,2) tribu triviale (la plus petite) et 9P(2) tribu complète (la plus grande); ou 0,A,A,2). Si by est une tribu sur , on dit que (2, 9) est un espace mesurable, ou aussi probabilisable 8 Chapitre 2. Notions générales de probabilités",Une tribu triviale (la plus petite) et 9P(2) tribu complte
40,"lorsqu'on va le munir d'une mesure de probabilté, et les éléments de by sont des parties by mesu- rables (événements). Une sous-tribu is de by est une tribu incluse dans by au sens où A E S - AE.9. Remarque : Toute inersection de tribus sur 2 est une tribu sur 2. Mais une réunion de tribus n'est pas forcément une tribu;en effet si A1,A2 C 2, alors 91 = 0,A1,AS,2) et 91 = (0,A2,Ag,2)","Une sous-tribu s'est lorsqu'on va ler d'une mesure de probabilté, et les éléments"
41,"sont des tribus, mais pas 91 U.92 en général, par exp si A1 NA2 £ 91 J.92 Définition 2.1.2 Soit a une partie quelconque de 9P(2). On appelle tribu engendrée par d, et on note C(G) l'intersection de toutes les tribus contenant d. Définition 2.1.3 On appelle tribu des boréliens de R, on note 9B( (R), la tribu engendrée par les intervalles ouverts Ja,bla<be ER.",Soit une partie quelconque de 9P(2).
42,"Exemples d'espace mesurable : 1. (2, 9P(2)) si 2 est fini. 2. (R, B(R). Remarque : 1. Dans cette définition, on peut remplacer ""ouvert"" par ""fermé"" ou par ""ouvert à droite"" ou :","Dans ""ouvert"" par ""ouvert  droite"
43,"2. 9B(R) $ 9(R). 2.1.2 Mesurabilité Définition 2.1.4 Soit (2,9F) et (E,6) deux espaces mesurables. Une application X :  E est dite bg 6 mesurable si X 4) € g pour tout A € 6 où X (A) - fo E 2: X(O)EA; autrement dit si X (6)c9.","2.1.2 Mesurabilité Définition 2.1.4 Soit (2,9F) et ("
44,"Remarque : La mesurabilité d'une application est conservée chaque fois que l'on diminue (au sens de l'inclusion) la tribu de l'espace d'arrivée ou que l'on agrandit celle de l'espace de départ. Une fonction X : R 1 R est dite borélienne si elle est 9B(R) 9B(R) mesurable, c-à-d si X (A) € 9B(R) pour tout A € B(R). En fait, il suffit que cette propriété soit vérifiée pour les intervalles ouverts A.",Une fonction X : R 1 R est dite borélienne si elle est 9B(R) 9B(R) mesurable
45,"En particulier, les focntions continues sont boréliennes car l'image réciproque d'un intervalle ouvert par une fonction continue est une réunion d'intervalles ouverts, donc un borélien. Définition 2.1.5 Soit (2,9) un espace mesurable. Une variable aléatoire réelle (v.a.r.) X est une application mesurable de (2, 9) dans (R,B(R). Si X(2) est au plus dénombrable et X est y 9(R) mesurable, X est dite variable aléatoire",Une mesurable aléatoire mesurable s'est lors d'un intervalle ouvert par une fon
46,"discrète réelle. Définition 2.1.6 Soit (2,9) un espace mesurable. Un vecteur aléatoire X est une application mesurable de (,9) dans (R4,B(R4) (d > 1). Si X(2) est au plus dénombrable et X est by R4) mesurable, X est dit vecteur aléatoire","Une application mesurable de (,9) dans (R4,B(R4)"
47,"discret. Exemple : Un exemple simple, mais important, d'application mesurable de 2 dans R (et de v.a. 2.1 Espace probabilisé 9 discrète) est La fonction indicatrice d'un ensemble A € by :","Un exemple simple, important disc d'application mesurable de"
48,"1 SIOEA 1A 0) 0 sinon En effet pour tout B C R, on a 0 siOfBetlgB",The BBC Sport website reports on the results of the
49,A siOfBetlEB (1A)-'(B) = Ac si0EBetlfB 2 si0EBetlEB Remarquons bien que (1A)-'(9(R) = C(A)). Ceci montre que 1A est C(fA)) - 9P(R) mesu-,A siOfBetlEB (1A)-
50,"rable. De même, on vérifie aisément qu'une fonction constante de 2 1 R est mesurable pour toute tribu sur 2 et toute tribu sur R. Remarquons également que les v.a.r. sont stables par composition avec les fonctions boréliennes : si X est une v.a.r. is mesurable et f une fonction borélienne, alors f(X) est une v.a.r 9 mesurable.",Une v.a.r. sont stables par composition avec les fonctions boréliennes : si X
51,"Les v.a.r. peuvent être approchées en limite croissante simple par des v.a.r. ""en escalier"" qui sont du n type X a;lA, avec ai € R, Ai E. Définition 2.1.7 La tribu engendée par une variable aléatoire X définie sur (2, 9) est l'en- semble (X) = £x-(A), A € B(R).","La tribu engendée par une variable aléatoire X définie sur (2, 9)"
52,"c(X) est la plus petite tribu sur 2 rendant X mesurable. En plus, (X) est une tribu contenue dans 9. Définition 2.1.8 Soit (2, 9) un espace mesurable. Une mesure de probabilité ou simplement une probabilité sur (2, 9) est une application P de 9 dans [0, 1] vérifiant . P(2) = 1","Une application P de 9 dans [0, 1] vérifiant ."
53,"e Si (An)meN est une suite d'éléments de by deux à deux disjoints, alors (UA)-EPA) (propriété de o - additivité). n-0 n-0 On utilise souvent l'écriture avec les fonctions indicatrices :","Mae fonctionstrices (An)meN,"
54,P(A) dP 1AdP. A ,The winning numbers in Saturday evening's drawing of
55,"Le triplet (,9,P) est appelé espace de probabilité ou espace probabilisé. Proposition 2.1.1 On a (i) P(A) + P(AP) - 1 VA € by (ii) A C B 1 P(A) < P(B) (iii) P(AUB) + P(ANB) = P(A) + P(B) VA, B € 9.",Prop 2.1.1 on a (i) P(A) + P(AP) - 1
56,"Exemple : (Lancé de dés) On considère l'expérience aléatoire du lancer de deux dés. L'espace d'échantillonnage est 22 = ((1,1),(1,2), (6,6)). Soit X la variable aléatoire définie par la somme des résultats des deux dés. Dans ce cas on a P(X = 1) = P(0) = 0; P(X = 3) = P(fo € /X(0) = 3) = P(1,2),2,1)D)- S 18",Dans ce cas on a P(X = 1) = P(0) = 0; P(X = 3) = P(fo 
57,"10 Chapitre 2. Notions générales de probabilités P(X < 2) = P(X = 2) = P(fo € 2/X(0) = 2) = P((1,1))) = 36 P(X S 4) = 44,1,2.0.32.226.0) 6 50 Remarque : II existe une unique mesure de probabilité 2 sur ([0,",Remarque : II existe une unique mesure de probabilité 2 sur (
58,"[0, 1) telle que 2(a,bD = b a, pour tous a, b € [0,1,a < b; appelée mesure de Lebesgue sur [0, 1). Définition 2.1.9 Soit (2, 9,P) un espace de probabilité. Un ensemble A € by est dit négli- geable pour P si P(A) = 0. Par exemple les singletons, les ensembles dénombrables de [0, 1] sont négilgeables pour la mesure","Par exemple les singletons, les ensembles dénombrables de [0, 1] sont négilgeables pour la me"
59,"de Lebesgue. 2.1.3 Probabilités conditionnelles : Si A et B sont deux événements tels que P(B) > 0, la probabilité conditionnelle de A sachant B, notée P(AIB) est définie par P(ANB)",Les tats-Unis de France s'
60,"P(AIB) = P(B) BCA 1 P(AIB) = 1 eA et B indépendants 1 P(AIB) = P(A). Rappel : Un système d'événements (Bi)iel est dit exhaustif ou complet si 2 = UieiBi, union",The results of the first round of voting in the French presidential election are
61,"au plus dénombrable (I C N) et disjointe (B;B; = 0, Vij). Formule des probabilités totales Si (Bi)iel est un système exhaustif (fini ou dénombrable) d'événements, et si ViEI,P(Bi) * 0, alors pour tout événement A on a P(A) - EP(AIB,)P(B) = EP(ANB).",Alors tout événement A on a P(A) - EP(A
62,"iEl El Formule de Bayes Avec les notations précédentes, si P(A) > 0 on a P(AIB;)P(B;)",El Formule de Bayes Avec les notations
63,"P(B,IA) = Ee,PAB)P(B) 2.1.4 Mesure image; Lois Les applications mesurables permettent de < transporter > la mesure d'un espace à un autre. Dans le cas d'une variable (ou d'un vecteur) aléatoire, la "" mesure image "" ainsi obtenue s'appelle la loi",Dans le cas d'une variable (ou d'un vecteur)
64,"de la variable (ou du vecteur) aléatoire. Définition 2.1.10 Soit une v.a.r. définie sur (2,9,P). La loi de X (sous P) est la probabilité Px sur(R, 9B(R) définie comme mesure-image de P par X : pour tout A € 9B( (R), Px(A) = P(X (A)) = Pfo € 2/X(0) E Aj. Pour simplifier, on note Px(A) = P(X EA).","La loi de X (sous P) est la probabilité Px sur(R, 9B(R))"
65,"2.1 Espace probabilisé 11 2.1.5 Variables aléatoires discrètes La loi d'une v.a discrète X est la donnée de toutes les valeurs P(X = xk) = Pk (Pk € [0, 1) lorsque Xk prend toutes les valeurs possibles dans X( (2).",1.1 Espace probabilisé 11 2.1.5 Variables aléatoires
66,"Dans ce cas VB € B(R), P(X € B) = E P(X - xk) = Z Pk- XKEB XKEB Définition 2.1.11 Soit (21,91,P1) et (22,92,P2) deux espaces de probabilité. Soit X (resp. Y) une variable aléatoire discrète définie sur 21 (resp. sur 22). On dit que. X et Y ont même loi","Dans ce cas VB  B(R), P(X  B) = E P(X -"
67,"si X(21) = Y(22) et si pour tout x € X(21) on a PI(X - x) = P2(Y = x). On note X 2 Y. Définition 2.1.12 e Soient X et Y deux v.a. discrètes. La loi conjointe du couple (X,Y) est la donnée de toutes les valeurs de P(X =x,Y = y) pour (x,y) € X(2) X Y(2). Les lois de X et de Y sont les lois marginales de X et de Y. e Soit x € X(2) tel que P(X = x) > 0. On appelle loi conditionnelle de Y sachant (X - x) la",Les lois de X et de Y sont marginales de X et de Y.
68,"probabilité Px définie sur Y( (2) par P(X - VyEY(2), Px(b!) - P(Y P(X - x Proposition 2.1.2 = - v.a. discrètes indépendantes. Deux v.a. discrètes X et Y sont indépen-",Voters in the UK go to the polls on 8 May to choose
69,"dantes ssi pour tout A C X(2) et tout B C Y(2), on a P(X E A,Y € B) = P(X EA)P(Y € B). Définition 2.1.13 - Espérance. Soit X une v.a. prenant ses valeurs dans fxk K N 1). Si la famille (P(X = xK))k est sommable c-à-d si 5 xyP(X =. xk) < +oo, on dit que X est K21",Soit X une v.a. prenant ses valeurs dans fxk K N 1).
70,"intégrable et on définit l'espérance de X par E(X) = L xP(X = xk). K21 Formule de transfert : Soit 9 R R telle que (X) est intégrable, alors E((X))= Z (x)P(X = xk).",Alors d'une Formule de transfert : K21
71,"K21 Définition 2.1.14 - Variance. Si E(X2) < 00, on appelle . variance de X le réel Var(X) = E[(x - E(X))2]= L (xk E(X))?P(X =. xk) ( Var(X) = E(X2)-(E(X). K21",variance de X le réel Var(X) = E[(
72,"e écart-type de X le réel c(X) = VVar(X). covariance de X et de Y (si les moments d'ordre 2, E(X2) < 0o et E(Y2) < co) le réel Cov(X,Y)= E((X - E(X))(Y-L E(Y)) = E(XY) - E(X)E(Y). 2.1.6 Lois discrètes usuelles : Loi de Bernoulli. On dit qu'une v.a. X suit une loi de Bernoulli de paramètres P E [0, 1] et on note",La loi de Bernoulli s'agitre  l'arrivée et s'agitre  l
73,"X 2 B(p) si X est à valeurs dans f0, 1 et que P(X = 1)=p et P(X (=0)=1-P 12 Chapitre 2. Notions générales de probabilités On a E(X) = P et Var(x) = P(1 P).",On a E(X) = P et Var(x) = P(1
74,"Dans ce cas, la v.a. X vaut 1 s'il y'a succès et 0 s'il y'a échec. Loi uniforme. On dit qu' une v.a. X suit une loi uniforme sur f1, ,nj et on note. X 7 ,ny) si X prend ses valeurs dans £1, ,nj et P(X = k)","Dans ce cas, la v.a. X vaut 1 s'il y'a succ"
75,"pour tout k E f1, ny. n n + 1 n - On a E(X)",n n n n n n n n n n
76,"et Var(x) - 2 12 Loi binomiale. On dit qu'une V.a. X suit une loi binomiale de paramètres n N let € [0,1] et on note X 2 B(n,p) si X prend ses valeurs dans f0, nj et",Loi binomiale de paramtres  l'occasion d'un
77,"P(X = k) p""(1 - p)""-k Vk € f0, ,nj. On a E(x) = np et Var(X) - np(1 p ). La loi binomiale donne le nombre de succès qu'on peut obtenir en répétant n épreuves simi- laires (de même loi) et indépendantes ayant pour issues un échec et un succès (c-à-d n épreuves de Bernoulli).",La loi binomiale donne le nombre de succs qu'on peut obtenir en répé
78,Loi de Poisson. On dit qu'une v.a. X suit une loi de Poisson de paramètre A > 0 et on note X 2 9P(2) si X prend ses valeurs dans N et Pk P(X Vk € N. k!,La loi de Poisson de paramtre A > 0 et on peut
79,"On a E(X) = A et Var(X) = 2. La loi de Poisson décrit le comportement du nombre d'événements se produisant dans un in- tervalle de temps donné, lorsque la probabilité de réalisation d'un événement est très faible et que le nombre d'essais est très grand. Si le nombre moyen d'événements dans un intervalle de temps fixé est A, alors la probabilté qu'il","On a E(X) = A et Var(X) = 2, alors la probabilité de réalisation d'"
80,"existe exactement k événements (k entier naturel, k = 0, 1,2...) est donnée par Pk- Exemples : 1. Si un événement se produit en moyenne 5 fois par seconde, pour étudier le nombre d'événements se produisant pendant 60 secondes, on choisit comme modèle une loi de Poisson de paramètre 2 = 60 X 5 = 300.",The following table shows the number of seconds taken by Poisson modle de paramtre 2 = 60 X 5 = 300
81,"2. Soit X la variable aléatoire du nombre de personnes réservant un billet d'avion pour la Mecque le 20 mars à 9H30. X suit une loi binomiale dont l'effectif est très grand, tous les clients potentiels, des millions; et le paramètre P est très petit, la probabilité pour qu'un individu choisi au hasard ait envie de se rendre à la Mecque le 20 mars par le vol de 9H30. On approxime en général la loi de X par la loi de Poisson de paramètre np.","La loi de Poisson de paramtre np ainsi que l'effectif est trs grand, tous les clients potentiels, des millions; et le param"
82,"3. Soit X la variable aléatoire égale au nombre d'appels reus par un standard téléphonique dans un intervalle de temps [0,T), la loi de X est une loi de Poisson. 2.1 Espace probabilisé 13 4. Les clients arrivent à une banque ou un supermarché de manière aléatoire, ce qui signifie","Les clients arrivent une banque ou un limite de manimar, ce n'a pas "
83,que l'on ne peut pas prédire quand certains arriveront. La loi ou la fonction de densité de probabilité décrivant de telles arrivées durant une une période spécifique est la loi de Poisson. Soit X la V. a. désignant le nombre d'événements c-à-d d'arrivées qui prend place durant une unité de temps spécifique par exp. une minute ou une heure.,Le nombre d'événements c--d d'arrivées c'-d d'arri
84,"Etant donné que 2 est une constante connue, la loi de probabilité est définie par : 2k P(X - k=0, 1,2, k!",La loi de probabilité s'
85,"La moyenne E(X) - A signifie que 2 doit représenter le taux ou la vitesse avec laquelle l'événe- ment se produit. On rencontre la distribution de Poisson dans l'étude des files d'attente. Par exp., les travaux de réparation arrivent à un petit atelier de réparation de moteurs de facon totalement aléatoire à un taux de 10 par jour.",Une taux de réparation  un taux de taux  laquelle les ateliers
86,"1. Quel est le nombre moyen de travaux reçus par jour? 2. Quelle est la probabilité qu'aucun travail de réparation n'arrive pendant une heure, en suppo- sant que l'atelier est ouvert 8 heures par jour. En effet, 1. le nombre moyen de travaux reçus par jour est égal à A = 10.",Le nombre de aux reus par jour?
87,"2. Pour calculer la probabilité qu'aucun travail de réparation n'arrive pendant une heure, on a besoin 10 de calaculer le taux d'arrivées par heure, c-à-d Aheure = - 1.25 travaux par heure. Ainsi 8",Pour calculer la probabilité qu'aucun travail de ré
88,hheure - (Apam)e Paucune arrivée par heure) = P(X = 0) - 0.2865,Paucune arrivée par heure
89,"0! Loi géométrique. On dit que X suit une loi géométrique dej paramètre pE [0, 1] et on: note X 2 9(p) si X elle est à valeurs dans N* et si P(X p(1",Loi géométrique.
90,Vn E N*. I On a E(X) et Var(x) P,The winning numbers in Saturday evening's drawing of
91,"- la loi géométrique représente le nombre d'essais nécessaires de réalisation d'une expérience jusqu'à son premier succès. En d'autres termes, cette loi correspond à la loi du temps d'attente dans un processus de Bernoulli. Remarque : Pour chacune des lois précédentes, on a EP(X=n)=1.",La loi du temps d'attente dans un processus de Bernoulli s'
92,"Proposition 2.1.3 On a e Une loi de Bernoulli de paramètre P est une loi binomiale de paramètres 1 et p. Las somme de 2 v.a. indépendantes suivant des lois binomiales de paramètres (ni,P) et (2,P) respectivement suit une loi binomiale de paramètres (ni + n2,P). e La somme de deux v.a. indépendantes suivant respectivement des lois de Poisson de paramètres",On a e Une loi de Bernoulli de paramtre P est une loi binomiale de paramtres
93,"A1 et A2 suit une loi de Poisson de paramètre A1 + A2. 14 Chapitre 2. Notions générales de probabilités Proposition 2.1.4 Si (Xn)n est une suite de variables aléatoires de Bernoulli indépendantes de même paramètre P, et si X est la variable aléatoire qui donne le rang du premier succès dans cette",Une loi de Poisson de paramtre A1 + A2 mme paramtre P
94,"successions d'épreuves, alors X suit une loi géométrique de paramètre p. Théorème 2.1.5 = Caractérisation comme loi sans mémoire. Soit X une variable aléatoire à valeurs dans N. X est sans mémoire c-à-d que Vn, k € N, P(X > n + k)X > n) = P(X > k) si et seulement si X suit une loi géométrique. L'unique loi de probabilité discrète à perte de mémoire est la loi géométrique.",La loi géométrique de paramtre p. Théorme 2.1.5 = Caractérisation loi sans mé
95,Cette propriété est le plus souvent exprimée en termes de < temps d'attente >. Supposons qu'une variable aléatoire X soit définie comme le temps passé dans un magasin de l'heure d'ouverture (disons 9H du matin) à l'arrivée du premier client. On peut donc voir X comme le temps qu'un serveur attend avant l'arrivée du premier client. La propriété de perte de mémoire fait une comparaison entre les lois de probabilité du temps,Cette propri est le plus souvent exprimée en termes de  temps d'attente >.
96,"d'attente du serveur de 9H à l'arrivée du premier client, et celle du temps d'attente du serveur pour qu'un client arrive à compter d'un délai arbitraire après l'ouverture (disons, par exp, une heure après l'ouverture soit à partir de 10H du matin) sachant qu'aucun client n' 'est arrivé de l'ouverture àl l'écoulement de ce délai arbitraire. La propriété de perte de mémoire affirme que ces lois sont les mêmes.",L'aucun client n'est arrivé de l'ouverture l l'écoulement de ce délai arbi
97,"Ainsi, dans cet exemple, ce n'est pas parce que le serveur a déjà attendu, pendant une heure l'arrivée d'un premier client qu'il peut espérer que le délai avant qu'arrive effectivement son premier client soit plus faible qu'au moment de l'ouverture. Attention : La perte de mémoire d'une loi de probabilité d'un nombre d'essais X jusqu'au premier succès signifie",L'aprs-sous-de-la-crme d'un premier succse s
98,"P(X > 50/x > 40) = P(X > 10), cependant, elle n'implique pas P(X > 50] > 40) = P(X > 50) à moins que les événements (X > 50) et (X > 40) sont indépendants, ce qui n'est pas le cas. 2.1.7 Variables aléatoires réelles et Lois à densité",2.1.7 Variables aléatoires réelles et Lois  densité
99,"Proposition 2.1.6 - v.a. indépendantes. Soient X et Y deux v.a.r. sur 2. On dit que. X et Y sont indépendantes si pour tout A, B C R, P(X E A,Y € B) = P(X EA)P(Y € B). Définition 2.1.15 = Lois à densité. Soit f: R 1 R une fonction positive d'intégrale 1 f(x)dx - On dit qu'une variable aléatoire X : 22 1 R a pour densité si sa loi",Soit f: R 1 R une fonction positive d'intégrale 1 f(x) - On dit qu'une variable aléatoire
100,"00 f est définie par VB C R, P(X € B) F(x)dx. B",C'est un peu t-
101,"2.1 Espace probabilisé 15 Dans ce cas, pour a < b réels on a P(a<X<b) = P(X Ela,bD = f(r)dx = f(x)dx ja,bl",Espace probabilisé 15 Dans ce
102,"a Lois usuelles : 1 Loi uniforme sur [a,b) (a < b), notée A ([a,b)), de densité f(x) a,b(x).","L'autre Lois, selon"
103,"a Loi exponentielle de paramètre 2 (2 > 0), notée 8(2), de densité f(x) - Ae -Ax1R-(). La loi exponentielle est l'analogue dans le cas continu de la loi géométrique : c'est la seule loi à densité continue sans mémoire, c-à-d vérifiant P(X > S +t)X > t) = P(X > s), Vs,t>0.",La loi exponentielle f(x) - Ae - Ax1R - La loi exponentielle est
104,"Loi gaussienne ou normale de moyenne m et de variance G2 > 0, notée N (m, 0 ). de densité 1 n f(x) exp",C'est un peu t-
105,"Vx E R. GV2r 202 Proposition 2.1.7 Si Xi et X2 sont deux v.a. indépendantes suivant respectivement des lois N (mi,o?) et N (m2, G2), alors X1 + X2 - N (mi + m2,0? + 02).",Si Xi et X2 sont deux v.a.
106,"Définition 2.1.16 = Fonction de répartition. Soit X une v.a. réelle sur 2. On appelle fonction de répartition de X, et on note Fx, la fonction définie par Vt € R, Fx(t) = P(X S1). Proposition 2.1.8 On a e Va, b € R, P(a <X < b) = Fx(b) - Fx(a).","Proposition 2.1.8 On a e Va, b  R, P(a X  b)"
107,"e Fx est croissante et satisfait lim Fx(t)=0, lim Fx(t)=1. 1-- t-+o0 La loi d'une v.a.r. X est entièrement déterminée par la fonction de répartition Fx de X. Si X est une v.a.r. admettant une densité f, alors",La loi d'une v.a.r.
108,"Fx() = f(x)dx, Vt € R. Exemple : (Lancé de dés) Soit X la somme des résultats des deux dés. On a Fx(1) = P(X K 1) = 0; Fx(4) = P(X < 4) 36 ; Fx(12) = 1. Proposition 2.1.9 Si (X,Y) est un couple de variables aléatoires qui admet pour densité fix,y) : R2 1 R, et si fx, fr sont les densités marginales de X et Y respectivement, X et Y sont indépen-","Fx = f(x) fx, Vt  R, Exemple : (Lancé de dés) Soit X la somme des résult"
109,"dantes ssi foxp(x,y) = fx()fr0) pour presque tout (x,y) € R?. Proposition 2.1.10 SiX et Y sont deux V.a.r. indépendantes et de carré intégrable alors elles sont décorrélées, c-à-d E(XY) = E(X)E(Y). Définition 2.1.17 = Espérance. Soit X une variable aléatoire admettant pour densité f. Si",Proposition 2.1.10 SiX et Y sont deux V.a.r.
110,"xlf(r)dx < +oo, on dit que X est intégrable et on définit l'espérance (moment d'ordre 1) de JR 16 Chapitre 2. Notions générales de probabilités X par",C'est tre  l'
111,"E(X) = xf(x)dx. JR Proposition 2.1.11 Soient X et Y deux v.a.r. intégrables sur 2. Alors, on a 1. Va, b E R, E(ax + b) = dE(X)+b; 2. E(X +Y) = E(X) + E(Y).",Soient X et Y deux va.
112,"Proposition 2.1.12 Soit X :-7 R une v.a.r. admettant pour densité f. Soit 9 : R 7 R telle que (X) est intégrable ( (x)lf(r)dx < +oo), alors R E((x)) = J (x)f()dx. La variance de X est le réel positif",Proposition 2.1.12 Soit X :-7 R une v.a.r.
113,"Var(X) = E[(X - E(X))2]= - (-E(X)F()dx TR Proposition 2.1.13 Soit X une v.a.r. de carré intégrable. On a 1. Var(X) = E(x2) + (E(X))2; 2. Va, b E R, Var(ax +b) = a?Var(X).",On a 1. Var(X) = E(x2) +E(
