Chunk Number,Original Text Chunk,Summary
11,"and reliability remain a significant concern in AM [2]. Therefore, the need for implementing in-situ or real- time monitoring sensors is inevitable. Laser-powder bed fusion (L-PBF) also, commonly known as selective laser melting (SLM) or direct laser melt sintering (DMLS), is one of the many additive manufacturing techniques. L-PBF uses the metal powder material deposited in a layer by layer fashion to create a 3-Dimensional (3-D) model from a digital",Laser-powder bed fusion (L-PBF) is one of the many additive manufacturing techniques.
12,"computer-aided design (CAD) design. After each powder recoating layer, the laser fuses the metal powder material selectively fort that specific layer; afterward, the next new layer of powder is uniformly distributed by the recoater. The process repeats until the whole 3D model is manufactured. The total manufacturing time can vary from hours to days, based on the part's geometrical features. Despite tremendous technological advancements in developing the latest commercial L-PBF systems, the process reliability",Laser Beam Melting (L-PBF) is a 3D printing process that uses a laser beam to melt metal.
13,"and repeatability still need to materialize. Thus, the L-PBF process has many input parameters that can significantly influence the part's overall quality [3-5]. For instance, Van Elsen has listed at least 50 parameters that can affect the final part quality [6]. The expensive and time-consuming non-destructive techniques (NDT) such as computer tomography (CT) is used to check the overall part health and quantify the defects [6]. Therefore, to improve the comprehensive quality assurance and monitor the process in",This study aims to improve the comprehensive quality assurance and monitor the process through the use of non-destructive techniques to check the overall part health and quantify the defects.
14,"real-time, active research is directed on using in-situ sensors based on real-time monitoring, data analytics, and process control. The overall thrust has been developing the models with hardware and data analytics techniques to isolate the type, location, and severity of the defects in real-time [7). The final aim can be achieved by developing a closed feedback control loop to mitigate these defects inline. In the literature, different means of measurement, such as infrared thermography, pyrometry, optical",The aim of this research project is to develop real-time models to monitor and mitigate the defects in the production line.
15,"spectroscopy, ultrasonic sensors, etc., are reported to monitor the L-PBF process [8]. Considering the subject's vast scope, we focus mainly on reviewing the recent development in fault detection in the L-PBF process using machine learning based on sensors' responses. A large scale of data being generated with an increase in the number of sensors used to monitor the process. An extensive set of data also poses a significant challenge related to storage and post-processing.","In recent years, sensors have been used to monitor the low-pressure, low-temperature (L-PBF) process in the oil and gas industry."
16,"Machine learning (ML) is an alternative way to cope with the challenges mentioned above. Furthermore, ML can post-process the data in real-time. Many powerful and sophisticated ML models have been developed with advanced hardware in the last decade, capable of identifying complex non-linear relationships from massive data [9-12]. Ideally, ML approaches can be divided into three subgroups: supervised, semi-supervised, and unsupervised approaches. Supervised ML requires a labeled dataset to","Large amounts of data need to be processed quickly, large amounts of data need to be analysed, and large amounts of data need to be stored."
17,"train the specific model. In other words, each training datapoint has a label, e.g., ""good"" and ""bad,"" and users must know the ground truth of the training dataset before learning. In many applications such as AM, sometimes, it is a very costly and laborious task to understand the data points' labels. Whereas in the unsupervised ML approach, there is no prior requirement of the labels for the training dataset. The algorithm tries to find a pattern based on some relationships among the dataset. As the name suggests,","In this paper, we present a novel unsupervised machine learning (ML) algorithm, which is able to train a specific model without the need for labels in the training dataset."
18,"the semi-supervised learning approach uses a combination of supervised and unsupervised approaches at the same time. In other words, it requires both labeled and unlabeled datasets. This approach can be helpful where obtaining the ground truth dataset is a very challenging task [13-16]. Abdelrahman et al. proposed in-situ flaw detection using a layerwise optical imaging system that captures the powder bed's images before and post-printing in the L-PBF process. The images were captured in",A semi-supervised learning approach has been proposed to detect flaws in 3D printing processes.
19,"different lighting conditions to enhance the chances of flaw detection. The proposed approach showed a sensitivity of 91.5 % and specificity of 84 % [17). Scime and Beuth used a visible range optical camera to capture the powder bed images, which were then used to detect powder bed flaws such as ""Part- Hopping,  part failure, streaking, super-elevation, .etc by using computer vision and machine learning approaches. In their earlier work, they have proposed a machine learning algorithm called ""bag of words""",Researchers at the University of Bristol have developed a machine learning approach to detect flaws in powder beds.
20,"to classify the flaws mentioned above with an accuracy ranging from 65% to 99 % [18]. Their recent work has proposed a multi-scale Convolutional neural network (CNN) based using a transfer learning approach, which showed an accuracy of 72.7 % [19]. Okaro et al. developed a semi-supervised model using photodiode data to classify the finished parts based on their mechanical properties. The reported model showed an accuracy of 77 % [20]. Gobert et al. proposed a supervised ML approached based on the",Researchers at the Massachusetts Institute of Technology (MIT) have been developing artificial intelligence (AI) models to classify finished parts based on their mechanical properties. developed a semi-supervised model using photodiode
21,"layerwise in-situ images captured using a digital single-lens reflex camera. The proposed supervised ML approach was able to predict cracking, porosity, lack of fusion defects with a reported accuracy of 85 %. The anticipated MLI results were matched with the CT scans results as well [21]. Ye et al. and Schevchik et al. used an acoustic signals-Dased ML model for defect detection. The proposed model showed an accuracy of 70 % on raw data and 93 % for the Fourier transformed processed data [22, 23]. Khanzadeh","In this paper, a novel unsupervised machine learning (MLI) approach for fusion defect detection has been proposed."
22,"et al. compared different supervised ML approaches for the melt pool monitoring images. The k-nearest neighbor algorithm showed the best results with an accuracy of 98 % to label melt pool signatures as regular melt pools or pores [24]. Yuan et al. developed a CNN model to monitor the single deposited tracks' quality using co-axial high-speed video camera data. The training dataset was prelabeled using the offline characterization techniques such as macroscopic analysis of the deposited tracks, which was","In a paper published in Nature Communications, a group of researchers from China and the United States show how supervised ML can be used to monitor the quality of melt pools."
23,"further used to predict the deposited consistency using a trained CNN model [25]. Imani et al. fabricated cylindrical samples with varying power, scanning speed, and hatch distance to induce varied samples' varied porosity. The obtained samples were quantified for the distribution of the porosity using computer tomography. In parallel, the parts' in-situ images were analyzed using the spectral graph approach, and extracted features were further used as input for machine learning algorithms [26]. Recently, Williams et","Recent work by Imani et al., for example, has improved the prediction of the porosity of 3D-printed parts using computer tomography."
24,al. developed a deep learning (DL) model called densely connected convolutional block architecture for multi-modal image regression (DCB-MIR) to detect defects such as porosity and geometric deviations in titanium and Inconel parts. They have used the optical image derived from the acoustic velocity maps as the proposed model's input data. Williams et al. proposed a cosine similarity ranging from 25 % to 60 % between optical signature and optical micrographs derived from DCB-MIR [27). Clijsters et al. proposed a,Researchers from the University of Groningen have developed a new method for detecting defects in 3D printed parts.
25,"novel data analytics method to check the quality ofthe parts in the L-PBF process. The melt pool signatures were captured with a combination of near-infrared range CMOS camera and photodiode. Later, a mapping algorithm was modeled to capture the phenomenon's like overheating, detection ofthe pore in 2-D space, and 3-D space based on the data from both sensors [28]. Recently, Chen et al. studied the effect of recoating orientation, hatching pattern, height, and width on the roughness of the thin-wall structures by","Researchers at the University of California, Berkeley, have developed a new method to map the melt pool signatures of thin-wall semiconductors."
26,"using a model based on the computer tomography images and CAD design of the part [29]. Machine learning techniques have recently gained much attention from many AM field researchers due to their easy applicability and versatile nature to solve the problems related to post-processing of the in- situ data in the AM process. The use of machine learning approaches in L-PBF processes is summarized in [8]. Before proceeding further, it shall be essential to discuss the challenges associated with the machine",The aim of this paper is to investigate the use of machine learning techniques for the post-processing of in- situ data in the additive manufacturing (AM) process.
27,"learning approaches in the AM process, especially with L-PBF, which are as follows: 1. The artificial neural networks (ANN) predominately works on a large set of the labeled training dataset, which is a very challenging and laborious task in the L-PBF process. It is very challenging to quantify and detect defects in the captured in-situ data and often requires expensive and time-consuming",The aim of this research is to develop new approaches to the training of artificial intelligence (AI) systems in the areas of learning and problem solving.
28,"techniques such as computer tomography for quantification of the defects. Therefore, the inherent challenge to the L-PBF process is that the ML approaches developed tend to be a part, material, or geometry specific. 2. Secondly, the multi-scale nature of the L-PBF process defects is another major challenge. The",The aim of this paper is to provide an overview of the major challenges facing the development of ML approaches for the
29,"defects, such as internal porosity, can be < 100 um, whereas the geometric distortion can be > 1mm. Therefore, it not feasible to use one type of sensor to detect all types of defects. With an increasing number of sensors, there is multiplication in data generation, eventually increasing post-processing complexity. 3.","In this paper, we show how to detect different types of defects using different types of sensors."
30,"Thirdly, the defects are also linked with the different steps in the process itself. Therefore, it is vital to monitor the process at all possible levels such as powder health, powder spread quality, post- exposure quality, monitoring while printing, final part health, etc. All steps are interlinked with each other. Therefore, overall monitoring will improve the quality assurance and reliability of the process. This study focuses on using a combination of ML and DL algorithms to monitor the L-PBF process at three",Defects in the L-PBF process can be caused by a number of factors such as:
31,"different stages, i.e., Pre-Exposure step, Post-Exposure Step, and Exposure (Fig. 1). We have used two separate CNN models for treating the Pre and Post-Exposure images captured using Layer Control System (LCS) and a Support Vector Machine (SVM) classifier to post-process the photodiodes data obtained from Melt Pool Monitoring. We present a case study on ""Benchmark Part"" to check the robustness of the proposed algorithms. This study serves as the initial step to discuss the possibilities of interlinking the","In this paper, we have proposed a CNN algorithm to treat two different stages of photodiodes processing, i.e."
32,different monitoring steps via post-processing ofthe data and improving the confidence interval regarding the product health. The working principle of CNN Models and SVM classifier can be found in supporting material. Melt Pool Pre-,The aim of this paper is to develop a new method for the monitoring of
33,Post- Part Monitoring Exposure Exposure,"As part of the BBC Safer Internet Day, we"
34,(MPM) Quality Convolutional Neural Convolutional Neural Support Vector,BBC News NI takes a look at some of the
35,Network (CNN) Network (CNN) Machine (SVM) Fig. 1. Flow chart of the proposed working model. 2. Experimental Methods,Researchers at the Massachusetts Institute of Technology (MIT)
36,"2.1. Materials and methods The gas atomized AISI7Mg0.6 spherical powder supplied by SLM Solutions was used to print specimens with varying process parameters. The particle size distribution was 20 - 63 m with a mean diameter of 41.88 um as specified by the supplier. The powder's apparent density was 1.53 g/cm3, and the chemical composition of the as-received powder is tabulated in Table 1.",Materials and methods The gas atomized spherical powder supplied by SLM Solutions was used to print specimens with varying process parameters.
37,Table 1. Elemental composition of as received AISi7Mg0.6 powder (All the values are given in wt %). Element Al Cu Fe Mg Mn Si Ti,The elemental composition of as received AISi7Mg
38,Zn Others Minimum [wt %] Balance 0.45 6.50 The,The winning numbers in Saturday evening's drawing of
39,"Actual [wt %] Balance <0.01 0.08 0.55 <0.01 6.90 0.07 0.01 <0.03 Maximum [wt %] Balance 0.05 0.19 0.70 0.10 7.50 0.25 0.07 0.03 commercial SLM 280HL (SLM Solutions Group AG, Lubeck, Germany) equipped with 700 W twin continuous wave (CW) ytterbium fiber lasers with an emitting wavelength of 1070 nm and a spot diameter of 115 m",The SLM 280HL is a 700 W twin continuous wave (CW) ytterbium laser with an emitting wavelength of 1070
40,"was used for printing. The build envelope volume is 280 X 280 X 365 mm3, and the build chamber was maintained in the Ar gas environment with an oxygen level below 0.1 %. The Aluminium base plate was preheated to 150 C before printing to reduce thermal stresses in part [30]. The SLM 280HL machine is also equipped with the in-situ monitoring devices called 'Melt Pool Monitoring, which consists of two on-axis photodiodes to monitor the melt pool, and Layer Control System (LCS) to","A 3D printer has been built at the University of California, Los Angeles (UCLA)."
41,"check the powder bed spreading. The specifications and working principles are discussed in sections 2.3 and 2.4, respectively. 2.2. Part geometry and process parameters To prepare a training dataset for the CNN models (CNN 1: For pre-exposure images, CNN 2: For post- exposure images) and SVM classifier (For melt pool monitoring), a balanced dataset comprising an equal",This paper describes the techniques used in the development of the CNN classifier.
42,"number of each label is necessary. An artificial drift is introduced in the samples to obtain the balanced ground-truth dataset of each label. Therefore, the unique geometrical specimens were printed, as shown in Fig. 2. The process parameters tabulated in Table 2 were varied to obtain varied volumetric energy density in the range of 40-73 J/mm3 for each shown geometry. The decision to vary the process parameters in the above-specified range was made based on the fact that drift is created in the final parts",This paper presents a novel method for the printing of 3D labels on paper.
43,"due to power, scanning speed, and hatch distance. A total of 81 samples were fabricated, combining varied parameters as tabulated in Table 2. The overhang samples (Fig. 2. (a), and 2. (b)) with an overhang of 5 mm was printed without any support structure. No down-skin parameters were used for the overhang layer. As sometimes, due to bad powder spreading, there is non-uniformity in the powder bed, and some regions are not covered with the powder uniformly for a few layers. Nevertheless, in the next recoating",A high-resolution 3D printer has been used to fabricate samples with overhangs of up to 5 mm.
44,"passes, the areas with a lack of powder are uniformly covered, but then the laser prints a thicker layer compared to other regions with uniform powder spreading [31). Therefore, to simulate a lack of fusion samples, an internal cuboid type groove with dimensions 10 *8 * 0.09 mm3 was printed (Fig.2. (c)). The groove's thickness was set to 0.09 mm, i.e., three times the layer thickness of 30 microns. Based on the trial and error method, it was noticed that the thickness of 0.09 mm was able to create a lack of fusion","In the present study, a lack of fusion samples were simulated using a 3D printer."
45,"defect in the final part. Fort testing the CNN models and SVM classifier, a case study part called ""Benchmark Part"" shown in Fig. 2. (d) was printed with optimized process parameters (Marked in bold italics in Table 2). The optimized parameters are selected based on the density level (>99.99 %) using the trial and error method. 10r mm","In the second part of this series, we look at how the CNN and SVM classifiers can be used to improve the quality of"
46,2mm 2 mm a mm 10 mm 10 mm,BBC Sport takes a look at some of the best
47,* k 0 mm 10 mm (10x8x0.09 V,"The world's tallest building, the Burj Khalifa"
48,KI O mm T0 mm (a) (b),Northern Ireland's Health Minister Leo Varadkar
49,"(c) (d) Fig. 2. Sketch of the specimens (a) cubic overhang (size 10*10 *10 mm3), (b) cylindrical overhang (diameter: 10 mm and height 10 mm), (c) specimen with inner groove, and (d) Benchmark part (125*125*775 mm3). Table 2. Varied process parameters for printing.",(a) (a) (a) (a) (a) (a) (
50,"Varied Parameter Values Power (W) 300, 350, and 400 Scanning speed (mm/s)","Low-cost, easy-to-use,"
51,"1200, 1400, 1650, and 1900 Hatch distance (mm) 0.13, 0.26, and 0.52 Layer thickness (mm) 0.03",BBC Sport looks at some of the key statistics behind
52,Scanning strategy Stripes Rotation in layers () 67 2.3. Melt Pool Monitoring System,"All photographs courtesy of AFP, EPA, Getty Images"
53,"The co-axial melt pool monitoring (MPM) system installed on the commercial machine SLM 280HL was used to collect thermal emissions from the melt pool formed due to laser-powder interaction. The melt pool systems are co-axial systems, which means it is in the laser path's alignment and collects the real- time emissions from the laser path at an acquisition frequency of 100 kHz. The MPM module consists of two photodiodes with different sensitive areas. The spectral range of the photodiodes cannot be revealed","Researchers at the University of California, Los Angeles (UCLA), and the University of California, Berkeley, have developed a new system to monitor the melting of silicon wafers."
54,"due to confidentiality issues. However, both the photodiodes capture the thermal emission in the near- infrared region. The schematic diagram of the MPM system is shown in Fig. 3. Only the emissions traveling perpendicular to the build platform are considered. The thermal radiations follow the same path as the laser and are directed into the MPM module with a semi-transparent mirror, which does not allow laser wavelength to pass. The signal is split into two different spectral ranges and captured, respectively, by the",A microwave photodiode module (MPM) has been developed at the Massachusetts Institute of Technology (MIT) that can capture both thermal and optical radiations.
55,two photodiodes. The received signal is forwarded to associated ADCs (Analog to digital convertor) and provided in an FPGA feld-programmable gate array) by thei individual photodiodes. The captured thermal emissions from photodiodes 1 and 2 are stored along with the x/y-coordinates (16-bit). The values are stored parallel with the laser on/off signal from FPGA to PC in every 10 s. All the data is stored for every MPMN Module,The MPMN Module converts the laser beam into a signal that can be sent to a PC for processing.
56,Scanner Mirrors Thermal Emissions Collimator 3D-Focus) Beam,"Images courtesy of AFP, EPA, Getty Images and"
57,unit LCSC Camera Beams Splitter Am Process Chamber,BBC Sport takes a look back at some of the
58,"Fig. 3. Schematic of Melt pool monitoring system, and Layer control system installed on SLM 280HL. layer in a data file, accessed as 2D representation in MPM software provided by the SLM Solutions [32]. The new file is created automatically for each layer after the complete exposure. For this work, no additional modifications are made to the installed hardware. 2.4. Layer Control. System",A new layer control system has been installed on the SLM 280HL to monitor and control the melt pool monitoring system.
59,"The layer control system (LCS) installed on SLM 280HL includes a visible range camera that captures each layer's images for pre-post-exposure. The chamber is illuminated with LEDs from the build chamber's sidewalls to maintain uniformity of light distribution on the overall build plate. The camera is placed outside on top of the build chamber at a specific angle of 650 w.r.t normal direction of the build plate, as shown in Fig. 3. The geometric correction of the captured images is performed by the machine supplier",A 3D printer has been equipped with a camera-controlled layer control system.
60,fori the installed equipment. The camera captures a JPEG image of 1500*1460 px2 size covering an area of 280*280 mm2 of the build plate and neighboring region outside of the build plate that needed to be cropped before processing. The camera has a pixel size of 4.4 um and a lens focal length of 9 mm. 3. Definitions This section elaborates the definitions of the keywords used in this study in context to post-processing of,The camera used in this study is a Canon EOS-1D Mark II Digital Single Lens Reflex (DSLR) camera.
61,"Powder bed images and MPM data. 3.1. Terminology related to Powder Bed Images 1. OK: The ""OK"" label is used fori the block (image patch), free from other considered anomalies such as Recoater Streaking, Uneven Powder Spread, Part Hopping, and Part Overheating. 2. Uneven Powder Spread: The ""Un-even Powder Spread"" indicates the areas where the lack of",The following is a glossary of terms related to Powder Bed images and MPM data.
62,"uniformity in powder spread is observed. Such anomaly can be caused due to recoater silicon lip failure, lack of powder, and part failure. 3. Part Overheating: The ""Part-Overheating"" is the area of the part which is distorted due to poor heat conductivity. The poor heat flow phenomenon is linked to the lack of proper support structures beneath the part [33). This anomaly is considered only for the post-exposure images.",The post-exposure images below show the following:
63,"4. Part Hopping: The area of the part which is above the powder spread and not fully covered by the powder spread is termed ""Powder Hopping. "" This anomaly is considered only for the pre- exposure images. In the context of this study, the part hopping serves as cross-validation criteria for the anomaly part-overheating"" in the post-exposure images. 5. Recoater Streaking: Recoater streaking is the horizontal lines observed in the powder bed images",Here are some of the key features of the powder bed images.
64,"due to distortion of the soft silicon lip of the recoater. Recoater streaking is detected in post pre and post-exposure images. 3.2. Terminology related to MPM data 1. Hotspot: The layer's area is termed as ""Hotspot,"" which has higher thermal counts than the rest of the layer. These hotspots are the most probable areas of causing drift in the final part. The",Recoater streaking is detected in post pre and post-exposure images.
65,"same hypothesis is also confirmed by Mohr et al. where they showed the link between the porosity in the final part with the melt pool hot spot regions [34] 2. Drift Layer: The layers which comprise the hotspots mentioned above are termed as ""Drift Layer."" Identifying hotspots and labeling the layers as ""Drift Layer"" was done manually suing MPM viewer provided by SLM Solutions.",porosity in the final part of the melt pool can be explained by the following:
66,"3. No-Drift Layer: The absence of the hotspots in the respective layers are defined as ""No-Drift Layer."" 4. Image Preprocessing The captured raw images (1500*1460 px?) possess difficulties such as in-homogeneity in light intensity. Therefore, they cannot be used directly for CNN operations. As the camera and environment conditions",All images are subject to copyright and may not be reproduced without the express written permission of CNN.
67,"remain unchanged for all the captured images, the same homogeneity correction factor can be used for all images. For light intensity homogenization, we have used the in-built functions of MATLAB called 'imcomplement, and 'imreducehaze"" [35-37]. For our studies, we have used the maximum haze value of 1, which removes the maximum haze from the image. Firstly, the captured raw image was converted to a grayscale image to reduce the operation's complexity and our CNN model's requirement. The","In this paper, we have used the in-built functions of the Hubble Space Telescope to homogenize and remove haze from the captured images."
68,"grayscale image was then complemented, which means it inverts the pixel values. In other words, the black is converted into white and vice-versa. Then the 'imreducehaze"" function was used on the complemented image (Equation 1): I(x) = J(x)T(x) + L(1 = T(x)) (1)",An image was taken of a black-and-white image and the pixel values were converted into
69,"I(x): Observed Intensity; J(x): Scene Radiation, L(x): Atmospheric Light, and T(x): Transmission map of the light reaching the camera. Dezhaing operation estimates the Scene radiation J(x) by estimating the T(x), and L(x), which is given by equation 2: J(x) = (I(x) = A)/(max (T(x),T(0) + A) (2)",Dezhaing operation estimates the Scene radiation I(x) by estimating the T(x) and L
70,"The dehazing function involves steps as follows: 1. Firstly, the atmospheric light (L(x)) is estimated using a dark channel. 2. Secondly, the transmission map (T(x)) is estimated. 3. Refinement of the estimated transmission map (T(x)). 4. Restoration of the image.",A dehazing function has been developed for the Hubble Space Telescope.
71,"5. Lastly, perform contrast enhancement on the restored image. Fig. 4 shows an example of a raw image and image after preprocessing operation. It can be observed that even after the preprocessing operation, the light intensity is not entirely homogenized at the edges. Therefore, we do not take into consideration the edges for CNN operation and start the algorithm only for an area of 1000*1000 px? as marked in the red rectangle box. The dimensions oft the region ofi interest","In this paper, we present a new method for preprocessing raw images for CNN."
72,"are selected intuitively; most of the time, parts are built at the build plate's center. Intentionally, cropping of the image is avoided to minimize the border effect and prevent operation padding, significantly affecting border patches results. If we consider the borders, it will not be possible to select the blocks with the same center as the sizes vary enormously. Secondly, the light intensity at the borders may also affect the accuracy of the overall model.",This is an example of how border patches can affect the accuracy of a 3D model.
73,"Area considered for CNN operation (a) (b) Fig. 4. An Example of (a) captured raw image, and (b) pre-processed image.","Images courtesy of AFP, EPA, Getty Images and"
74,"5. Anomalies Description 5.1. For Pre-Exposure Images Our study has considered four cases: the CNN network's detection features, which serve as the SO- called ""labels"" shown in Fig. 5. Pre-exposure images can have critical information regarding the overall quality of the powder bed spreading. It shall be noted that the labels' selection is based on the visual","Our study has considered four cases: the CNN network's detection features, which serve as the SO- called ""labels"""
75,"inspection of the images, and only the most common human visually verified powder bed spread anomalies are considered, which are presented as follows. Recoater-Streaking is the most common anomaly that occurs due to damage to the silicone lip due to part-hopping (Fig. 5. (b)). Another critical anomaly called ""incomplete spreading"" or ""Uneven Powder Spreading"" can also be captured by pre- exposure images (Fig. 5. (c)). It shall be noted that the pre-exposure image captures not only the",Pre-exposure images of powder bed spread anomalies can be used to assess the condition of the silicone lip.
76,"powder spreading quality for a particular layer but also captures the information regarding the quality of printing in the preceding step. Part-hopping"" is such an anomaly which mainly influenced by the quality of printing in the previous step (Fig. 5. (a)). The fourth category, (Fig. 5.(d) and (e)) called ""OK,"" represents the areas that are free from above-discussed anomalies. The Fig. 5. (d) is the ""OK"" image for the case where there is no printed area underneath. In contrast, Fig. 5. (e) represents the printed",The four categories of printing quality are as follows:
77,part covered with the powder layer. (a) (b) (c) (d),The following is a list of some of the most
78,"(e) Fig. 5. An example of anomalies extracted from pre-exposure images (a)Part-Hopping, (b) Recoater streaking, (c) Uneven powder spreading, (d) OK powder layer, and (e) OK part layer. 5.2. Post-Exposure Images Post-exposure images can serve as the verification step and contain vital information about the part",Pre-exposure and post-exposure images can be used to verify the integrity of a part.
79,"and powder's quality. In our study, we have considered the same cases as pre-exposure images for our labels. Instead of ""Part hopping,"" we have labeled it as the areas likely to an undergone overheating phenomenon, which leads to hopping in the next recoating step due to internal residual stresses. The labels are summarized in Fig. 6. For training the CNN models, a dataset of 500 images for each label was prepared for pre-and post-exposure images. We have considered the most","In our study, we have considered the same cases as pre-exposure images for our labels."
80,"common: anomalies, which does not mean these are the only anomalies that occur during the process. Other anomalies such as spatter ejection and burn-out areas are not considered due to the lack of artificial reproducibility of these anomalies for the CNN models' training. (a) (b)",The following table lists the most common anomalies that CNN has found during its simulations of the Chernobyl nuclear disaster
81,"(c) (d) (e) Fig. 6. An example of anomalies extracted from post-exposure images ()Part-overheating, (b) Recoater streaking, (c) Uneven powder spreading, (d) OK powder layer, and (e) OK part layer.","(a) Part-overheating, (b) Recoat"
82,"5.3. Melt Pool Monitoring Anomalies As explained in section 2.3, the melt pool monitoring system captures the thermal emissions during laser- powder interaction in the near-infrared region. The captured thermal emissions layer shows the areas with higher thermal emissions values, termed as ""hot-spot regions."" These hot spots regions are the highest potential areas of inducing defects in the final part. The same hypothesis is also confirmed by",The results of this study have been published in the journal Science.
83,"Mohr et al., where they showed the link between the porosity in the final part with the melt pool hot spot regions [34]. Therefore, in our study, we have termed layers with hotspots as ""Drift"" and the layers with no hot-spots as ""No-Drift."" However, it is essential to highlight that the hotspots are the most probable areas of causing a defect. Still, it cannot be guaranteed that there will be a defect at that location due to the complexity of the L-PBF process itself.","In our study, we have used the results of Mohr et al., where they showed the link between the porosity in the final part with the melt pool hot spot regions."
84,"5.4. Scale Variant of Anomalies in Pre and Post-Exposure cases The scale of the detection area dramatically influences the detection of any particular anomaly. For example, as shown in Fig. 7, if we take the scale of 20*20 px2 (Case 1- red box) for uneven powder spread, it may not be detectable similarly if we consider 150*150 px2 (Case 2 - green box) for Part-Hopping"" we may end up incorporating other anomalies such as Recoater-streaking: * Moreover, not all anomalies",In this paper we will look at the influence of the detection area on the detection of anomalies.
85,"have the same spatial detection scale. Therefore, it is of great importance to choose the correct spatial scale of the described anomalies such as ""Part-Hopping,"" - overheating, recoater-streaking, and uneven powder spread. Therefore, in our study, we have chosen three different scales for the above-described anomalies based on the trial-error method. Scale 1, i.e., 20* 20 px2 block, was set for ""Part-Hopping"" and overheating, as this anomaly should be captured with as small as possible scale. The 20* 20 px2 scale is a","In our study, we have chosen three different scales for the above-described anomalies based on the trial-error method."
86,"good compromise between the computational time and the proposed CNN model's accuracy. Scale 2, i.e., 75*75 px?, was chosen for Recoater-Streaking: "" whereas scale 3, i.e., 150*150 px?, was set for uneven powder spread. It is also noted that all three scale blocks were extracted from the same center, and also the scale 1 blocks were non-overlapping, whereas the scale 2 and scale 3 are over overlapping blocks that stride with a step of the smallest block size.","In this paper, we present a three-scale model for the calculation of the coefficients of a CNN model, which was proposed to be used for the calculation of the coefficients of the coefficients"
87,Case 1 Case 2 - D Fig. 7. An example of scale variance of different types of anomalies is shown. Red box represents the,The variance of different types of anomalies is shown in
